Name,Line,Sentiment
TH�ODEN,"Simbelmyn�. Ever has it grown on the 
                         tombs of my forebearers. [Looks at Gandalf] 
                         Now it shall cover the grave of my son. 
                         Alas, that these evil days should be 
                         mine. The young perish and the old linger. 
                         That I should live to see the last days 
                         of my house.",-0.17727272727272725
GANDALF,Th�odred�s death was not of your making.,0.0
TH�ODEN,"No parent should have to bury their 
                         child.",0.0
GANDALF,"He was strong in life. His spirit will 
                         find its way to the halls of your fathers. 
                         Westu h�l. Fer�u, Th�odred, Fer�u. (Be-thou 
                         well. Go-thou, Th�odred, go-thou.)",0.4333333333333333
�OWYN,"They had no warning. They were unarmed. 
                         Now the wildmen are moving through the 
                         Westfold, burning as they go. Rick, 
                         cot and tree.",0.0
�OWYN,Shh...,0.0
GANDALF,"This is but a taste of the terror that 
                         Saruman will unleash. All the more potent 
                         for he is driven now by fear of Sauron. 
                         Ride out and meet him head on. Draw 
                         him away from your women and children. 
                         [Leans forward and puts a hand on Th�oden�s 
                         chair. Th�oden looks at his hand warily.] 
                         You must fight.",0.16666666666666666
ARAGORN,"You have two thousand good men riding 
                         north as we speak. �omer is loyal to 
                         you. His men will return and fight for 
                         their king.",0.5166666666666666
TH�ODEN,"They will be three hundred leagues from 
                         here by now. �omer cannot help us. I 
                         know what it is that you want of me. 
                         But I will not bring further death to 
                         my people. I will not risk open war.",0.0
ARAGORN,"Open war is upon you. Whether you would 
                         risk it or not.",0.0
TH�ODEN,"When last I looked, Th�oden, not Aragorn, 
                         was king of Rohan.",0.0
GANDALF,"Then what is the king�s decision?

                         [Scene shifts to outside Meduseld]",0.0
GIMLI,"Helm�s Deep! They flee to the mountains 
                         when they should stand and fight. Who 
                         will defend them if not their king.",0.0
ARAGORN,"He�s only doing what he thinks is best 
                         for his people. Helm�s Deep has saved 
                         them in the past.",0.1875
GANDALF,"There is no way out of that ravine. 
                         Th�oden is walking into a trap. He thinks 
                         he�s leading them to safety. What they 
                         will get is a massacre. Th�oden has 
                         a strong will but I fear for him. I 
                         fear for the survival of Rohan. He will 
                         need you before the end, Aragorn. The 
                         people of Rohan will need you. The defences 
                         HAVE to hold.",0.4333333333333333
ARAGORN,They will hold.,0.0
GANDALF,"[Turns to Shadowfax and strokes him] 
                         The Grey Pilgrim... that�s what they 
                         used to call me. Three hundred lives 
                         of men I�ve walked this earth and now 
                         I have no time. With luck, my search 
                         will not be in vain. Look to my coming 
                         at first light on the fifth day. At 
                         dawn, look to the East.",0.20000000000000004
ARAGORN,"[Opens the stall gates] Go.

                         [Legolas jumps back as Gandalf rides 
                         out of the stable and over the plains 
                         of Rohan.]",0.0
ARAGORN,"You have some skill with a blade.

                         [With a swift move, �owyn swings her 
                         sword and renders Aragorn vulnerable, 
                         gaining the upper hand.]",-0.25
�OWYN,"[Stepping back and sheathing her sword.] 
                         Women of this country learned long ago: 
                         Those without swords may still die upon 
                         them. I fear neither death nor pain.",-0.025
ARAGORN,"What do you fear, my lady?",0.0
�OWYN,"A cage. To stay behind bars until use 
                         and old age accept them and all chance 
                         of valor has gone beyond recall or desire.",-0.15000000000000002
ARAGORN,"You are a daughter of kings, a shieldmaiden 
                         of Rohan. [He sheaths his knife.] I 
                         do not think that would be your fate.",0.0
GR�MA,"Th�oden will not stay at Edoras. It�s 
                         vulnerable, he knows this. He will expect 
                         an attack on the city. They will flee 
                         to Helm�s Deep, the great fortress of 
                         Rohan. It is a dangerous road to take 
                         through the mountains. They will be 
                         slow. They will have women and children 
                         with them.",-0.12
SAM,"Hey Stinker! Don�t go getting too far 
                         ahead!",-0.25
FRODO,Why do you do that?,0.0
SAM,What?,0.0
FRODO,"Call him names; run him down all the 
                         time.",-0.15555555555555559
SAM,"Because� because that's what he is, 
                         Mr. Frodo. There's naught left in 'im 
                         but lies and deceit. It's the Ring he 
                         wants. It's all he cares about.",0.1
FRODO,"[Glaring at Sam] You have no idea what 
                         it did to him. What it�s still doing 
                         to him. [He walks past Sam and stops.] 
                         I want to help him, Sam...",-0.25
SAM,Why?,0.0
FRODO,"Because I have to believe he can come 
                         back.",0.0
SAM,"You can�t save him, Mr. Frodo.",0.0
FRODO,"[Snapping at Sam]What do you know about 
                         it? Nothing!",0.0
FRODO,"[With remorse] I'm sorry, Sam. I don't 
                         know why I said that.",-0.5
SAM,"[Looks back at Frodo with tears in his 
                         eyes.] I do. It's the Ring. You can't 
                         take your eyes off it. I've seen you. 
                         You're not eating. You barely sleep. 
                         It's taken a hold of you, Mr Frodo. 
                         You have to fight it!",0.03125
FRODO,"[Grows angry again] I know what I have 
                         to do Sam. The Ring was entrusted to 
                         me! It's my task! Mine! My own! [He 
                         walks away]",-0.11328125
SAM,"Can�t you hear yourself? Don�t you know 
                         who you sound like?",0.4
GOLLUM,"We wants it. We needs it. Must have 
                         the precioussss. They stole it from 
                         us. Sneaky little hobbitsesss. Wicked, 
                         trickssssy, falssse!",-0.017187499999999994
SM�AGOL,No! Not Master.,0.0
GOLLUM,"Yes, precious. False. They will cheat 
                         you, hurt you, lie.",0.04999999999999996
SM�AGOL,Master�s my friend.,0.0
GOLLUM,"[Tauntingly] You don�t have any friends. 
                         Nobody likes YOU...",0.0
SM�AGOL,"[Covers his ears] Not listening. I�m 
                         not listening.",0.0
GOLLUM,You�re a liar and a thief.,0.0
SM�AGOL,[Shaking his head] Nope.,0.0
GOLLUM,Mur�derer�!,0.0
SM�AGOL,[Starts to weep and whimper] Go away.,0.0
GOLLUM,Go away! [Cackles] HAHAHAHA!!,0.3125
SM�AGOL,"[Weeping and in a small voice] I hate 
                         you. I hate you!",-0.6833333333333332
GOLLUM,"[Fiercely] Where would you be without 
                         me? *Gollum, gollum*. I saved us. It 
                         was me. We survived because of me!",0.0
SM�AGOL,[Resolute] Not anymore.,0.0
GOLLUM,[Startled] What did you say?,0.0
SM�AGOL,"Master looks after us now. We don�t 
                         need you.",0.0
GOLLUM,What?,0.0
SM�AGOL,Leave now and never come back.,0.0
GOLLUM,No!!,0.0
SM�AGOL,[Louder] Leave now and never come back!,0.0
GOLLUM,[Growls and bares his teeth] Arrrgh!!!,0.0
SM�AGOL,"We... we told him to go away! And away 
                         he goes, preciousss. [He hops around 
                         in joy and does a little dance.] Gone, 
                         gone, gone! Sm�agol is free!",0.35520833333333335
SM�AGOL,"Look! Look! See what Sm�agol finds! 
                         Hehehe! Hahaha!",0.25
SM�AGOL,"They are young. They are tender. They 
                         are nice. Yes they are! Eat them! Eat 
                         them!",0.55
SAM,"You�ll make him sick, you will, behaving 
                         like that! [Holding up the two rabbits] 
                         There�s only one way to eat a brace 
                         of coneys.",-0.44642857142857145
SM�AGOL,"[Looking into the pot] Argh!! What�s 
                         it doing! Stupid fat hobbit! It ruins 
                         it!",-0.59375
SAM,"What�s to ruin? There�s hardly any meat 
                         on �em.",-0.2916666666666667
SAM,What we need is a few good taters.,0.24999999999999997
GOLLUM,"What�s taters, preciousss? What�s taters 
                         uh?",0.0
SAM,"PO-TAY-TOES! Boil �em. Mash �em. Stick 
                         �em in a stew. Lovely big golden chips 
                         with a nice piece of fried fish....",0.35
SM�AGOL,[Sticks out his tongue in disgust] Pbbbttt!!,0.0
SAM,"Even you couldn�t say no to that. [He 
                         takes a sip of the stew]",0.0
SM�AGOL,"Oh yes we could! Spoil nice fish... 
                         [scrambles up close to Sam] Give it 
                         to usss rrraw... and wrrriggling! [Makes 
                         sickeningly happy face.] You keep nasty 
                         chips. [Hops away]",0.18333333333333335
SAM,"You�re hopeless.

                         [Frodo follows the source of the sound. 
                         Sam suddenly notices that Frodo is no 
                         longer in his sight.]",0.2
SAM,"Mr. Frodo?

                         [He goes in search of Frodo and finds 
                         him lying down near some bushes looking 
                         at a Haradrim army marching across the 
                         land. He moves to lie low beside Frodo. 
                         Sm�agol also moves in beside Frodo.]",-0.018518518518518528
SAM,Who are they?,0.0
GOLLUM,"Wicked men. Servants of Sauron. They 
                         are called to Mordor. The Dark One is 
                         gathering all armies to him. It won�t 
                         be long now. He will soon be ready.",0.0
SAM,Ready to do what?,0.2
GOLLUM,"To make his war. The last war that will 
                         cover all the world in shadow.",0.0
FRODO,"We�ve got to get moving. Come on, Sam.",0.0
SAM,"[Suddenly grabs Frodo�s arm] Mr Frodo! 
                         Look! It�s an Oliphaunt!",0.0
SAM,No one at home will believe this...,0.0
FRODO,"[Looking around] Sm�agol?

                         [Suddenly, pandemonium breaks out from 
                         below; the soldiers are being ambushed. 
                         Cloaked rangers are firing deadly arrows 
                         at the soldiers and Oliphaunts from 
                         behind bushes. One of the Oliphaunts 
                         starts trumpeting and stomping towards 
                         Frodo and Sam, swinging his huge trunk 
                         and tusks. Faramir takes aim and shoots 
                         a soldier. He falls from the Oliphaunt 
                         and lands right behind Frodo and Sam, 
                         dead.]",-0.07346938775510205
FRODO,"We�ve lingered here too long. Come on, 
                         Sam!",-0.0625
SAM,"Ah!

                         [He charges at Faramir but is grabbed 
                         by another ranger and thrown down. A 
                         sword appears at his throat. Faramir 
                         appears.]",-0.15555555555555559
FARAMIR,"Bind their hands.



                         [Meanwhile, the Rohirrim refugees are 
                         heading towards Helm�s Deep. Gimli is 
                         on a horse, chatting with �owyn who 
                         is leading it by the reins.]",0.0
GIMLI,"It�s true you don�t see many Dwarf women. 
                         And in fact, they are so alike in voice 
                         and appearance, haha that they�re often 
                         mistaken for Dwarf men.",0.35000000000000003
ARAGORN,[Gestures and whispers] It�s the beards....,0.0
GIMLI,"And this, in turn, has given rise to 
                         the belief that there are no Dwarf women. 
                         And that dwarves just spring out of 
                         holes in the ground!",0.0
�OWYN,[Laughs gaily] Hahahaha!!,0.3125
GIMLI,"Hehehe! Which is of course ridiculous� 
                         Whoa!!",0.0
�OWYN,Ooh! [She rushes forward to Gimli],0.0
GIMLI,"[Struggling to get up] It�s alright, 
                         it�s alright. Nobody panic. That was 
                         deliberate. It was deliberate.",0.0
ARAGORN,I am asleep. This is a dream.,0.0
ARAGORN,"Min l� pennich nin i aur hen telitha. 
                         (You told me once that this day would 
                         come.)",0.0
ARAGORN,"[Walks over to Arwen] Dolen i v�d o 
                         nin. (My path is hidden from me.)",-0.16666666666666666
ARAGORN,"Arwen�

                         [Arwen hushes him, resting her fingers 
                         on his lips. As her hands moves down 
                         to rest on the Evenstar pendant around 
                         Aragorn�s neck, he clasps her hand in 
                         his and they gaze into each other�s 
                         eyes.]",-0.15555555555555559
�OWYN,"Where is she? The woman who gave you 
                         that jewel.",0.0
ELROND,"Our time here is ending. Arwen�s time 
                         is ending. Let her go. Let her take 
                         the ship into the west. Let her bear 
                         away her love for you to the Undying 
                         Lands. There it will be evergreen.",0.5
ARAGORN,But never more than a memory.,-0.25
ELROND,"I will not leave my daughter here to 
                         die.",0.0
ARAGORN,She stays because she still has hope.,0.0
ELROND,"She stays for YOU! She belongs with 
                         her people!",0.0
ARAGORN,"Idhren emmen menna gui ethwel. Hae o 
                         auth a n�r a naeth. (You have a chance 
                         for another life. Away from war... grief... 
                         despair.)",-0.8
ARAGORN,"I am mortal; you are Elfkind. It was 
                         a dream, Arwen, nothing more.",0.5
ARAGORN,This belongs to you.,0.0
�OWYN,My lord?,0.0
ARAGORN,"She is sailing to the Undying Lands, 
                         with all that is left of her kin.",0.0
GAMLING,"What is it? H�ma?

                         [Their horses become restless.]",0.0
GAMLING,"Wargs!

                         [Just as it starts to turn on Gamling, 
                         Legolas runs over and kills the warg 
                         with an arrow. He then draws his knife 
                         and kills the Orc.]",0.0
LEGOLAS,Argh! [Shouts to Aragorn] A scout!,0.0
TH�ODEN,What is it? What do you see?,0.0
ARAGORN,"[Running back to Th�oden] Wargs! We 
                         are under attack!",0.0
ARAGORN,Get them out of here!,0.0
TH�ODEN,All riders to the head of the column!,0.0
GIMLI,"[Trying to mount Arod] Come on, get 
                         me up here, I�m a rider! Argh!",0.0
TH�ODEN,"[To �owyn] You must lead the people 
                         to Helm�s Deep. And make haste!",0.0
�OWYN,I can fight!,0.0
TH�ODEN,"No! You must do this... for me.

                         [�owyn holds Th�oden�s gaze for a moment 
                         and then turn to attend to the villagers.]",0.0
TH�ODEN,[To his men] Follow me! Yah!,0.0
GIMLI,"[Tries to get Arod to move] Forward. 
                         I mean, charge forward! March forward! 
                         [Arod moves off with Gimli seated rather 
                         unsteadily.] That�s it! Go on!",-0.4314697265625
�OWYN,"[To the villagers] Make for the lower 
                         ground! Stick together!",0.0
GIMLI,"Bring your pretty face to my axe!

                         [Just as the warg leaps at Gimli, Legolas 
                         kills it with one shot.]",0.3125
GIMLI,"[Jumping back as the warg falls, outraged] 
                         Argh! That one counts as mine!",-0.5
GIMLI,"Argh! Stinking creature. Argh!

                         [As he tries to lift the warg off him, 
                         an Orc leans over them both. Gimli kills 
                         him quickly, twisting his neck, and 
                         it lands on him also. Gimli sniffs at 
                         the Orc and makes a face. He tries to 
                         lift both the warg and Orc off him. 
                         Just then, another warg comes upon him 
                         and bares its teeth, ready to strike.",0.08333333333333333
GIMLI,"[Eyes widening] Ooh..!

                         [Aragorn plucks a spear as he passes 
                         on horseback and throws it at the warg. 
                         It dies, landing on Gimli and adding 
                         to the pile on top of him.]",0.5
GIMLI,"[As the warg lands on him] Oooh!!

                         [Th�oden stabs at a warg rider. Aragorn 
                         is knocked off Hasufel and attacked 
                         by Sharku. Aragorn tries to kill the 
                         warg rider but Sharku blocks his attempt 
                         and grabs Aragorn by the neck, while 
                         the latter is half-dragged by the warg. 
                         In the struggle, Sharku is thrown off 
                         and he rips the Evenstar pendant from 
                         Aragorn�s neck as he falls. Aragorn 
                         tries to let go of the warg but finds 
                         his wrist tangled with the saddle straps. 
                         He tries unsuccessfully to disentangle 
                         himself and is dragged closer and closer 
                         to the edge of a cliff at great speed. 
                         The warg runs right off the cliff and 
                         they both disappear over the edge. The 
                         battle is winding down as the Rohirrim 
                         finish off the last few wargs and Orcs.]",0.047795414462081125
LEGOLAS,[Looking around] Aragorn!,0.0
GIMLI,"Aragorn?

                         [They come near to the cliff and hear 
                         Sharku wheezing and laughing]",0.1
GIMLI,"[Standing over the dying Orc] Tell me 
                         what happened and I will ease your passing.",0.0
LEGOLAS,"[Looks towards the edge of the cliff, 
                         and grabs Sharku] You lie!",0.0
TH�ODEN,"[To his men] Get the wounded on horses. 
                         The wolves of Isengard will return. 
                         Leave the dead.",-0.2
TH�ODEN,[Puts a hand on Legolas' shoulder] Come.,0.0
GAMLING,Make way for Th�oden!,0.0
GAMLING,"Make way for the king!

                         [�owyn rushes down to meet them]",-0.15555555555555559
�OWYN,"[Looking about] So few. So few of you 
                         have returned.",-0.2
TH�ODEN,"[Dismounting] Our people are safe. We 
                         have paid for it with many lives.",0.5
GIMLI,[Going up to �owyn] My lady...,0.0
�OWYN,"Lord Aragorn, where is he?",0.0
GIMLI,"He fell...

                         [�owyn is shaken and raises teary eyes 
                         to Th�oden. The latter looks down and 
                         then walks away, confirming her unasked 
                         question.]",-0.07777777777777779
TH�ODEN,"Draw all our forces behind the wall. 
                         Bar the gate, and set a watch on the 
                         surround.",-0.4
GAMLING,"What of those who cannot fight, my lord? 
                         The women and children?",0.0
TH�ODEN,"Get them into the caves. [Walks down 
                         the steps and past a sewer gate] Saruman's 
                         arm would have grown long indeed if 
                         he thinks he can reach us here.",-0.15185185185185185
GR�MA,"How? How can fire undo stone? What kind 
                         of device could bring down the wall?",0.2222222222222222
GR�MA,"[Following Saruman] Even if it is breached, 
                         it would take a number beyond reckoning, 
                         thousands to storm the keep.",0.0
GR�MA,"But, my lord, there is no such force.",0.0
PIPPIN,Look! There�s smoke to the south!,0.0
TREEBEARD,"There is always smoke rising from Isengard 
                         these days.",0.0
MERRY,"Isengard?

                         [The two hobbits climb higher up onto 
                         Treebeard for a better view.]",0.375
TREEBEARD,"There was a time when Saruman would 
                         walk in my woods. But now he has a mind 
                         of metal and wheels. He no longer cares 
                         for growing things.",0.0
PIPPIN,What is it?,0.0
MERRY,It�s Saruman�s army! The war has started.,0.0
ARAGORN,"[Mumbles] Brego� [He grabs hold of Brego�s 
                         mane, pulls himself onto the horse and 
                         rides slowly to Helms Deep.]",-0.15000000000000002
ELROND,"[Coming into her room] Arwen.

                         [Arwen hears him and sits up.]",0.0
ELROND,"Tollen i l�. I chair gwannar na Valannor. 
                         Si bado, no c�rar. (Arwen, it is time. 
                         The ships are leaving for Valinor. Go 
                         now... before it is too late.)",-0.3
ELROND,"He is not coming back. Why do you linger 
                         here when there is no hope?",0.0
ELROND,"[Walks towards window and looks out] 
                         If Aragorn survives this war, you will 
                         still be parted. If Sauron is defeated, 
                         and Aragorn made king and all that you 
                         hope for comes true, you will still 
                         have to taste the bitterness of mortality. 
                         Whether by the sword or the slow decay 
                         of time, Aragorn will die.",0.024999999999999967
ELROND,"And there will be no comfort for you. 
                         No comfort to ease the pain of his passing. 
                         He will come to death, an image of the 
                         splendor of the kings of men in glory 
                         undimmed before the breaking of the 
                         world.",0.0
ELROND,"But you, my daughter, you will linger 
                         on in darkness and in doubt. As nightfall 
                         in winter that comes without a star. 
                         Here you will dwell, bound to your grief, 
                         under the fading trees, until all the 
                         world is changed and the long years 
                         of your life are utterly spent.",-0.3166666666666667
ELROND,"[Tuning to Arwen] Arwen... there is 
                         nothing for you here, only death.",0.0
ELROND,"A im, �-'erin veleth l�n? (Do I not 
                         also have your love?)",0.5
FARAMIR,What news?,0.0
FARAMIR,How many?,0.5
FARAMIR,Who�s covering the river to the north?,0.0
FARAMIR,"[Tracing on the map] Saruman attacks 
                         from Isengard. Sauron from Mordor. The 
                         fight will come to men on both fronts. 
                         Gondor is weak. Sauron will strike us 
                         soon. And he will strike hard. He knows 
                         now we do not have the strength to repel 
                         him.",-0.33333333333333337
FARAMIR,My men tell me that you are Orc spies.,0.0
SAM,Spies?! Now wait just a minute!,0.0
FARAMIR,"Well if you�re not spies, then who are 
                         you?",0.0
FARAMIR,Speak.,0.0
FRODO,"We are hobbits of the Shire. Frodo Baggins 
                         is my name and this is Samwise Gamgee.",0.0
FARAMIR,Your bodyguard?,0.0
SAM,His gardener.,0.0
FARAMIR,"And where is your skulking friend? That 
                         gangrel creature. He had an ill-favoured 
                         look.",0.0
FRODO,"[The merest hesitation.] There was no 
                         other.",0.0625
FRODO,"We set out from Rivendell with seven 
                         companions. One we lost in M�ria. Two 
                         were my kin. A Dwarf there was also, 
                         and an Elf. And two men, Aragorn, son 
                         of Arathorn, and Boromir of Gondor.",0.0
FARAMIR,[Intently] You�re a friend of Boromir?,0.0
FRODO,Yes... for my part.,0.0
FARAMIR,"It will grieve you then to learn that 
                         he is dead.",-0.2
FRODO,[Shocked] Dead? How? When?,-0.44999999999999996
FARAMIR,"As one of his companions, I�d hoped 
                         you would tell me. [Pause] He was my 
                         brother.",0.0
FARAMIR,"You must come with me. Now.

                         [Frodo gets up and follow. They come 
                         to the edge of the waterfall, overlooking 
                         the Forbidden Pool.]",0.0
FARAMIR,"[Pointing down] Down there.

                         [Frodo looks down and sees Gollum diving 
                         into the water.]",-0.15555555555555559
FARAMIR,"To enter the forbidden pool bears the 
                         penalty of death. [He gestures to archers 
                         hidden in the bushes.] They wait for 
                         my command.",-0.16666666666666666
FARAMIR,"Shall I shoot?

                         [Frodo looks stricken. Gollum emerges 
                         from the pool onto a rock. He holds 
                         a fish in his hand and starts singing, 
                         slapping the fish on the rock as he 
                         goes.]",0.0
GOLLUM,"[singing] The rock and pool is nice 
                         and cool, so juicy sweet! I only wish 
                         [Whacks the fish on the rock] to catch 
                         a fish [whacks], so juicy sweet! [The 
                         fish almost wriggles out of his grasp 
                         and he whacks it some more.]",0.3875
FRODO,"Wait! [Faramir stops] This creature 
                         is bound to me. And I to him. He is 
                         our guide. Please, let me go down to 
                         him.",-0.15555555555555559
FRODO,"Sm�agol. [Gollum turns round at Frodo�s 
                         voice.] Master is here. Come, Sm�agol. 
                         Trust master. Come!",-0.25
GOLLUM,We must go now?,0.0
FRODO,"Sm�agol, you must trust master. Follow 
                         me, come on. Come. Come, Sm�agol. Nice 
                         Sm�agol. That�s it. Come on.",0.6
FRODO,"Don�t hurt him! Sm�agol don�t struggle! 
                         Sm�agol listen to me!",0.0
GOLLUM,"[wails] Master!!

                         [A black cloth is brought over Gollum's 
                         head. Frodo stares after them with a 
                         stricken expression as Faramir leads 
                         Gollum and his men away. Back in the 
                         cave, Gollum is thrown down to the ground. 
                         Crying, he crawls into a corner and 
                         curls up into ball.]",-0.13055555555555556
GOLLUM,No! No!,0.0
FARAMIR,Where are you leading them? Answer me!,0.0
GOLLUM,"[Cooing, his hand stroking his shoulder] 
                         Sm�a�gol... Why does it cry, Sm�agol?",0.0
SM�AGOL,"[Sobbing] Cruel men hurts us. Master 
                         trickst us.",-1.0
GOLLUM,"Of course he did. I told you he was 
                         tricksy. I told you he was false.",-0.4000000000000001
SM�AGOL,"[Sobbing] Master is our friend... our 
                         friend.",0.0
GOLLUM,Master betrayed us.,0.0
SM�AGOL,"No, not its business. Leave us alone!",0.0
GOLLUM,"[Hits his fist against the wall] Filthy 
                         little hobbitses. They stole it from 
                         us.",-0.49375
SM�AGOL,[Whimpers] No... No!,0.0
FARAMIR,What did they steal?,0.0
GOLLUM,"[Turns to Faramir with a ferocious expression] 
                         Myyy� PRECIOUSSS!! [He bares his teeth 
                         and growls] Aaaarrrggghhh!!!",0.0
SAM,"We have to get out of here. You go. 
                         Go, now! You can do it. Use the Ring, 
                         Mr. Frodo. Just this once. Put it on. 
                         Disappear.",0.0
FRODO,"I can�t. You were right, Sam. You tried 
                         to tell me, but� I�m sorry. The Ring�s 
                         taking me Sam. If I put it on, he�ll 
                         find me. He�ll see.",-0.10714285714285715
SAM,"Mr. Frodo...

                         [They both stand as Faramir enters.]",0.0
FARAMIR,"[Unsheathes his sword] So... this is 
                         the answer to all the riddles. Here 
                         in the wild I have you. Two halflings 
                         and a host of men at my call. The Ring 
                         of power within my grasp.",0.1
FARAMIR,"A chance for Faramir, captain of Gondor, 
                         to show his quality.",0.0
FRODO,No!! [He runs away from Faramir],0.0
SAM,"Stop it! Leave him alone! Don�t you 
                         understand? He�s got to destroy it. 
                         That�s where we�re going. Into Mordor. 
                         To the mountain of fire.",-0.2
SAM,"Please. It�s such a burden. Will you 
                         not help him?",0.0
FARAMIR,"Prepare to leave. The Ring will go to 
                         Gondor. [He turns to leave.]",0.0
ARAGORN,"[Patting Brego on the neck] Mae carnen, 
                         Brego, mellon n�n. (Well done, Brego, 
                         my friend)",0.0
GIMLI,"[Pushing his way through the crowd.] 
                         Where is he? Where is he? Get out of 
                         the way. I�m gonna kill him! [He sees 
                         Aragorn.] You are the luckiest, the 
                         canniest and the most reckless man I 
                         ever knew! [He hugs Aragorn.] Bless 
                         you, laddie!",0.78125
ARAGORN,"Gimli, where is the king?

                         [Gimli gestures to the hall. As Aragorn 
                         makes his way in, he runs into Legolas 
                         who stands waiting.]",0.0
LEGOLAS,"Le ab-dollen. (You�re late.) [They smile. 
                         Legolas pauses and looks at Aragorn�s 
                         wounds.] You look terrible.",-0.3333333333333333
ARAGORN,"Hannon le. (Thank you.)

                         [�owyn looks on and smiles even as tears 
                         fill her eyes.]",0.0
TH�ODEN,"A great host, you say?",0.8
ARAGORN,All Isengard is emptied,0.0
TH�ODEN,How many?,0.5
ARAGORN,Ten thousand strong at least.,0.04444444444444443
TH�ODEN,Ten thousand?!,0.0
ARAGORN,"It is an army bred for a single purpose: 
                         to destroy the world of men. They will 
                         be here by nightfall.",-0.13571428571428573
TH�ODEN,Let them come! [Walks away resolutely],0.0
TH�ODEN,"[to Gamling] I want every man and strong 
                         lad able to bear arms to be ready for 
                         battle by nightfall.",0.37777777777777777
TH�ODEN,"We will cover the causeway and the gate 
                         from above. No army has ever breached 
                         the Deeping Wall or set foot inside 
                         the Hornburg.",0.0
GIMLI,"This is no rabble of mindless Orcs. 
                         These are Uruk-hai. Their armor is thick 
                         and their shields broad.",-0.14583333333333334
TH�ODEN,"I have fought many wars, Master Dwarf. 
                         I know how to defend my own keep.",0.55
TH�ODEN,"They will break upon this fortress like 
                         water on rock. Saruman�s hordes will 
                         pillage and burn, we�ve seen it before. 
                         Crops can be resown; homes rebuilt. 
                         Within these walls, we will outlast 
                         them.",0.0
ARAGORN,"They do not come to destroy Rohan�s 
                         crops or villages. They come to destroy 
                         its people. Down to the last child.",-0.1388888888888889
TH�ODEN,"[Draws close to Aragorn] What would 
                         you have me do? Look at my men. Their 
                         courage hangs by a thread. If this is 
                         to be our end, then I would have them 
                         make such an end as to be worthy of 
                         remembrance.",0.16666666666666666
ARAGORN,"Send out riders, my lord. You must call 
                         for aid.",0.0
TH�ODEN,"And who will come? Elves? Dwarves? We 
                         are not so lucky in our friends as you. 
                         The old alliances are dead.",0.07777777777777778
ARAGORN,Gondor will answer.,0.0
TH�ODEN,"Gondor? Where was Gondor when the Westfold 
                         fell? Where was Gondor when our enemies 
                         closed in around us? Where was Gon� 
                         � No, my lord Aragorn, we are alone. 
                         [He walks away, calling out orders] 
                         Get the women and children into the 
                         caves.",-0.1
GAMLING,"We need more time to lay provisions 
                         for a siege, lord �",0.5
TH�ODEN,"[Cutting him off] There is no time. 
                         War is upon us!",-0.75
TREEBEARD,"We Ents have not troubled about the 
                         wars of men and wizards for a very long 
                         time. But now something is about to 
                         happen that has not happened for an 
                         age... Ent Moot.",0.0925
MERRY,What�s that?,0.0
TREEBEARD,'Tis a gathering.,0.0
MERRY,"A gathering of what?

                         [Merry and Pippin turns round as they 
                         hear movement from the forest around 
                         them. They see many more Ents like Treebeard 
                         gathering.]",0.26666666666666666
TREEBEARD,"Beech, oak, chestnut, ash... Good, good, 
                         good. Many have come. Now we must decide 
                         if the Ents will go to war.",0.6499999999999999
ARAGORN,"Farmer, farriers, stable boys. These 
                         are no soldiers.",0.0
GIMLI,Most have seen too many winters.,0.5
LEGOLAS,"Or too few. Look at them. They�re frightened. 
                         I can see it in their eyes. [The men 
                         around them fell silent. Legolas speaks 
                         to Aragorn.] Boe a h�n: neled herain 
                         dan caer menig! (And they should be... 
                         Three hundred against ten thousand!)",-0.06666666666666667
ARAGORN,"Si beriathar h�n. Amar n� ned Edoras. 
                         (They have more hope of defending themselves 
                         here than at Edoras.)",0.5
LEGOLAS,"Aragorn, men i ndagor. H�n �-... ortheri. 
                         Natha daged aen! (Aragorn, we are warriors. 
                         They cannot win this fight. They are 
                         all going to die!)",1.0
ARAGORN,"Then I shall die as one them! [He pauses 
                         and then walks away. Legolas makes as 
                         if to go after him.]",0.0
GIMLI,"[Puts a hand on Legolas] Let him go, 
                         lad. Let him be.",0.0
GAMLING,"Every villager able to wield a sword 
                         has been sent to the armory. My lord?",0.5
TH�ODEN,"Who am I, Gamling?",0.0
GAMLING,"You are our king, sire.",0.0
TH�ODEN,And do you trust your king?,0.0
GAMLING,"[Puts armour onto Th�oden] Your men, 
                         my lord, will follow you to whatever 
                         end.",0.0
TH�ODEN,"To whatever end� Where is the horse 
                         and the rider? Where is the horn that 
                         was blowing? They have passed like rain 
                         on the mountains. Like wind in the meadow. 
                         The days have gone down in the west. 
                         Behind the hills, into shadow. How did 
                         it come to this?",-0.2777777777777778
ARAGORN,Give me your sword. What is your name?,0.0
ARAGORN,"This is a good sword, Haleth, son of 
                         H�ma.",0.7
ARAGORN,"There is always hope.



                         [Back at the armoury, Aragorn dons his 
                         battle gear. His sword is handed to 
                         him as he reaches for it. He nods and 
                         accepts the sword from Legolas.]",0.0
LEGOLAS,"We have trusted you this far. You have 
                         not led us astray. Forgive me. I was 
                         wrong to despair.",-0.2
ARAGORN,"�-moe edhored, Legolas. (There is nothing 
                         to forgive, Legolas.)",0.0
GIMLI,"If we had more time I�d get this adjusted. 
                         [He drops the bundle and the chain mail 
                         lands with its length right to the floor.] 
                         It�s a little tight across the chest.",0.10491071428571427
