Name,Movie,Line,Sentiment,Irony,Hate,Intimacy
Sam Wilson,winter_soldier.txt,"My wingman, Riley. Flying a night mission.Standard PJ rescue op, nothing we hadn't done a thousand times before, till RPG knock Riley's dumb ass out of the sky. Nothing I could do. It's like I was up there just to watch.",-0.375,[ 1.6682638 -0.6275605],[ 1.6018457 -1.609284 ],0.06288930773735046
Steve Rogers,winter_soldier.txt,I'm sorry.,-0.5,[0.5030556  0.23056236],[ 1.5023373 -1.3353301],0.16053707897663116
Sam Wilson,winter_soldier.txt,"After that, I had really hard time finding a reason for being over there, you know?",-0.2916666666666667,[ 1.5164313  -0.86841774],[ 2.2443054 -2.2444334],0.10432028770446777
Steve Rogers,winter_soldier.txt,"But you're happy now, back in the world?",0.4,[ 1.2102431  -0.46330768],[ 2.1138976 -2.1978106],0.13825350999832153
Sam Wilson,winter_soldier.txt,"Hey, the number of people giving me orders is down to about zero. So, hell, yeah. You thinking about getting out?",-0.1555555555555555,[ 0.84487  -0.534781],[ 1.9443369 -1.9258858],0.03510880470275879
Steve Rogers,winter_soldier.txt,"No. I don't know. To be honest, I don't know what I would do with myself if I did.",0.6,[ 2.2564344 -1.4217256],[ 1.7216781 -1.5991465],0.10235351324081421
Sam Wilson,winter_soldier.txt,"Ultimate fighting? [Steve laughs] It's just a great idea off the top of my head. But seriously, you could do whatever you want to do. What makes you happy?",0.3533333333333334,[ 1.4057839  -0.86875176],[ 1.8504977 -1.9502991],0.14712698757648468
Steve Rogers,winter_soldier.txt,I don't know.,0.0,[ 1.0438297  -0.30109754],[ 1.2361151 -1.1215701],0.050982773303985596
Fury's Car,winter_soldier.txt,Activating communications encryption protocol.,0.0,[-0.9727077  1.1330767],[ 1.5289782 -1.4876399],0.027566760778427124
Nick Fury,winter_soldier.txt,Open secure line zero-four-zero-five.,0.2,[ 1.6329966 -0.8033806],[ 1.5015135 -1.4431083],0.03427577018737793
Fury's Car,winter_soldier.txt,Confirmed.,0.4,[0.64183277 0.1622146 ],[ 1.4505701 -1.3145634],0.026813209056854248
Maria Hill,winter_soldier.txt,This is Hill.,0.0,[0.35665172 0.31556913],[ 0.9422219  -0.87178695],0.029971957206726074
Nick Fury,winter_soldier.txt,I need you here in D.C. Deep shadow conditions.,0.0,[ 1.5416571  -0.83769065],[ 1.9863099 -1.9738435],0.03366553783416748
Maria Hill,winter_soldier.txt,Give me four hours.,0.0,[ 1.081887   -0.27408904],[ 1.5209864 -1.3955477],0.07692280411720276
Nick Fury,winter_soldier.txt,"You have three, over. [Fury stops at a red traffic light, he looks over to the next car and sees the two police officers in the car look at him with suspicion] Want to see my lease? [the policemen quickly sound their police horn once before they start to drive off, as Fury goes to drive off suddenly another police car smashes into his car, his car is then surrounded by several other police cars crashing into him; inside his car Fury is injured]",0.0964285714285714,[ 1.1771001 -0.6711749],[ 1.4422885 -1.6077065],0.07122775912284851
Fury's Car,winter_soldier.txt,"Fracture detected. Recommend anesthetic injection. [as Fury is giving himself the injection a SWAT team truck pulls up] D.C. Metro Police dispatch shows no units in this area. [Fury is surrounded by the police and SWAT team, he quickly realizes they are all disguised mercenaries; to his car computer]",0.3333333333333333,[ 1.2906793 -0.7243048],[ 1.8568445 -1.9179248],0.02461281418800354
Nick Fury,winter_soldier.txt,Get me out of here! [the mercenaries suddenly start shooting at Fury's car],0.0,[ 1.0400337  -0.26982874],[ 0.8050245 -1.1325246],0.04415741562843323
Fury's Car,winter_soldier.txt,Propulsion systems offline.,0.0,[-0.16572155  0.521109  ],[ 1.449814  -1.4378152],0.02640482783317566
Nick Fury,winter_soldier.txt,"Then reboot, dammit! [the armor on Fury's vehicle starts to become weaker, the mercenaries bring out a battering ram to break in]",0.0,[ 1.5206138  -0.71650267],[ 0.9150465 -1.163004 ],0.025228798389434814
Fury's Car,winter_soldier.txt,Warning! Window integrity compromised.,0.0,[ 0.77781373 -0.19262454],[ 1.6167196 -1.6118584],0.024261951446533203
Nick Fury,winter_soldier.txt,You think? How long to propulsion?,-0.05,[ 2.2282205 -1.403455 ],[ 1.7557789 -1.6367866],0.032267987728118896
Fury's Car,winter_soldier.txt,Calculating. [the mercenaries start to use the battering ram on Fury's car window] Window Integrity thiry-one percent. Deploying countermeasures.,0.0,[ 1.4796406 -0.7247832],[ 1.4041892 -1.5272338],0.025974184274673462
Nick Fury,winter_soldier.txt,Hold that order! [the batterring ram is smashed against the car window again],0.0,[ 1.3563896  -0.48234838],[ 1.1951846 -1.1092783],0.02327868342399597
Fury's Car,winter_soldier.txt,Window Integrity nineteen percent. Offensive measures advised.,0.0,[ 1.1818738 -0.5578921],[ 1.6275924 -1.636599 ],0.026265323162078857
Nick Fury,winter_soldier.txt,Wait! [the battering ram is smashed against the window again],0.0,[ 1.1540552  -0.43891445],[ 1.4673537 -1.4279019],0.021837085485458374
Fury's Car,winter_soldier.txt,Window Integrity one percent.,0.0,[0.28539145 0.2961857 ],[ 1.149356  -1.0379404],0.023660093545913696
Nick Fury,winter_soldier.txt,Now! [suddenly a minigun pulls up from inside the car and Fury uses it to return fire on the mercenaries causing the SWAT truck and some of the police cars to explode],0.0,[ 1.0076082 -0.2724353],[ 1.4507743 -1.5777408],0.021165519952774048
Fury's Car,winter_soldier.txt,Propulsion systems now online.,0.0,[-0.6067628  0.9232005],[ 1.7750591 -1.7282913],0.022915542125701904
Nick Fury,winter_soldier.txt,"Full acceleration, now! [as he continues to fire at the mercenaries Fury's car automatically backs up and drives off] Initiate vertical takeoff!",0.546875,[ 1.0454623 -0.4000074],[ 1.3563315 -1.6061189],0.024142980575561523
Fury's Car,winter_soldier.txt,Flight systems damaged.,0.0,[0.41055924 0.31635237],[ 1.6658174 -1.5453204],0.021915853023529053
Nick Fury,winter_soldier.txt,Then activate guidance cameras! [Fury goes over into the drivers seat] Give me the wheel! [Fury takes over driving his car as the mercenaries chase after him in their police cars] Get me Agent Hill.,0.0,[ 0.97959185 -0.26479286],[ 1.6013371 -1.7640268],0.07359707355499268
Fury's Car,winter_soldier.txt,Communications array damaged.,0.0,[0.77282965 0.06186777],[ 1.6933168 -1.5662857],0.022414594888687134
Nick Fury,winter_soldier.txt,"Well, what's not damaged?",0.0,[ 1.8642846 -1.1952881],[ 1.8784658 -1.8870584],0.037067800760269165
Fury's Car,winter_soldier.txt,Air conditioning is fully operational. [the police cars continue to chase after Fury as he weaves through the cars on the road] Traffic ahead.,0.0,[ 0.5408264  -0.06582809],[ 1.7531857 -1.8792617],0.020995259284973145
Nick Fury,winter_soldier.txt,Give me an alternate route.,0.0,[ 1.5734948  -0.78190637],[ 1.7302603 -1.7254183],0.03519880771636963
Fury's Car,winter_soldier.txt,"Traffic alert on Roosevelt Bridge. All vehicles stopped. 17th Avenue clear in three blocks, directly ahead. [as Fury heads into the traffic he smashes into some cars causing a pile up which stops the police cars, the mercenaries get out and start shooting at Fury's car, Fury manages to kill two of the mercenaries by running them down before getting past the traffic, but the remaining mercenaries continue to chase after him and manage to sandwich Fury's vehicle between them] Warning, approaching intersection. [as they approach the intersection Fury manages to shake off the two police cars, killing off the mercenaries]",-0.0411111111111111,[ 1.3114258 -0.703694 ],[ 1.1963729 -1.452746 ],0.019491642713546753
Nick Fury,winter_soldier.txt,Get me off the grid!,0.0,[ 1.3473774 -0.7103768],[ 1.3158249 -1.3979279],0.0559980571269989
Fury's Car,winter_soldier.txt,"Calculating route to secure location. [Fury sees a mysterious figure emerge ahead which suddenly shoots a bomb that attaches itself to Fury's vehicle causing it to explode and flip over; trapped inside his car, Fury watches as the figure walks over to the car but he manages to escape just in time by using a laser weapon to burn a hole out.]",0.05,[ 1.4260396  -0.78944707],[ 1.2765846 -1.4998705],0.01931050419807434
Steve Rogers,winter_soldier.txt,"Hey, if you want...if you want, you're welcome to use my machine. Might be cheaper than the one in the basement.",0.8,[ 1.7954642 -1.3067776],[ 1.9227552 -1.7766751],0.11538353562355042
Steve Rogers,winter_soldier.txt,A cup of coffee?,0.0,[ 2.04941   -1.3359404],[ 1.7354683 -1.7967231],0.031061559915542603
Steve Rogers,winter_soldier.txt,"Ah, well, I'll keep my distance.",0.0,[0.23424889 0.3947759 ],[ 1.2510713 -1.1864429],0.12464265525341034
Steve Rogers,winter_soldier.txt,"Oh. Right, thank you.",0.2857142857142857,[-1.669432   1.8677995],[ 1.3335505 -1.2761025],0.14364030957221985
Steve Rogers,winter_soldier.txt,I don't remember giving you a key.,0.0,[ 1.339549   -0.55225855],[ 1.7801051 -1.7523376],0.11220705509185791
Nick Fury,winter_soldier.txt,You really think I'd need one? My wife kicked me out.,0.2,[ 0.7612511  -0.17461574],[-0.281504    0.24665369],0.17459174990653992
Steve Rogers,winter_soldier.txt,Didn't know you were married.,0.25,[-0.24560659  0.71879333],[ 1.2070704 -1.2312477],0.16950511932373047
Nick Fury,winter_soldier.txt,A lot of things you don't about me.,0.0,[ 0.8580846  -0.01283007],[ 1.8152162 -1.7267017],0.16138476133346558
Steve Rogers,winter_soldier.txt,"I know, Nick. That's the problem. [as Steve turns on the light he notices Fury's injuries for the first time, but Fury indicates for him to be silent, he turns off the light and writes something on his phone and shows it to Steve; ""ears everywhere""]",0.2625,[ 1.353711  -0.7089174],[ 2.1165173 -2.1914122],0.02869167923927307
Nick Fury,winter_soldier.txt,"I'm sorry to have to do this, but I had no place else to crash. [he writes another text and shows it to Steve; ""SHIELD compromised""]",-0.5,[ 1.6297624 -0.8814436],[ 2.0765893 -2.0919387],0.021640747785568237
Steve Rogers,winter_soldier.txt,"Who else knows about your wife? [Fury shows him another text; ""You and me""]",0.0,[ 1.4867476  -0.92986625],[ 1.113111  -1.2632607],0.17341965436935425
Nick Fury,winter_soldier.txt,Just...my friends.,0.0,[0.44102114 0.15057966],[ 2.0350268 -1.9574151],0.12078453600406647
Steve Rogers,winter_soldier.txt,Is that what we are?,0.0,[ 1.890727  -0.9840747],[ 1.5430254 -1.4818497],0.04845398664474487
Nick Fury,winter_soldier.txt,"That's up to you. [suddenly Fury is shot three times from through the wall and collapses, Steve looks out the window for the shooter then he quickly drags Fury to the next room, before he leaves Fury hands him the flash drive] Don't...trust anyone. [Fury passes out] [Steve hears someone breaking into his apartment and hears his neighbor calling out to him]",0.1111111111111111,[ 1.5731755  -0.97050875],[ 1.5496087 -1.8694228],0.06583249568939209
Steve Rogers,winter_soldier.txt,Kate?,0.0,[ 1.325718   -0.48528537],[ 1.1653682 -1.1090637],0.049992114305496216
Steve Rogers,winter_soldier.txt,On whose order? [She notices Fury lying injured on the ground],0.0,[ 1.5994756  -0.84502554],[ 1.6654148 -1.865342 ],0.02243468165397644
Steve Rogers,winter_soldier.txt,"Tell him I'm in pursuit. [Steve smashes through his window and runs after the assassin, who is the same mysterious man that had exploded Fury's car, Steve chases him through an office building smashing through the walls, when he finally catches up with him on the roof he throws his shield at the assassin, but he catches it with one swift move, then throws it back to Steve and then jumps down the building and disappears.]",-0.0311111111111111,[ 1.3521992  -0.75340176],[ 1.1988717 -1.5500463],0.08245962858200073
Natasha Romanoff,winter_soldier.txt,Is he gonna make it?,0.0,[ 2.0265474 -1.1082953],[ 1.4993047 -1.4863676],0.1186886876821518
Steve Rogers,winter_soldier.txt,I don't know.,0.0,[ 1.0438297  -0.30109754],[ 1.2361151 -1.1215701],0.050982773303985596
Natasha Romanoff,winter_soldier.txt,Tell me about the shooter.,0.0,[ 1.4534943  -0.58948356],[ 1.6643579 -1.5909461],0.04380074143409729
Steve Rogers,winter_soldier.txt,He's fast and strong. Had a metal arm. [just then Agent Maria Hill also joins them],0.3166666666666666,[ 1.2190989 -0.4036729],[ 1.4794072 -1.5558109],0.08822563290596008
Natasha Romanoff,winter_soldier.txt,Ballistics?,0.0,[ 1.0431243  -0.41661584],[ 1.402256  -1.4389534],0.02288156747817993
Maria Hill,winter_soldier.txt,"Three slugs, no rifling. Completely untraceable.",-0.3,[ 1.7027627 -1.0721726],[ 0.79991364 -0.93171537],0.029403269290924072
Natasha Romanoff,winter_soldier.txt,Soviet-made.,0.0,[0.12600796 0.49207106],[ 0.92994225 -0.81637496],0.02984851598739624
Maria Hill,winter_soldier.txt,Yeah. [suddenly they watch in shock as Fury's state deteriorates],0.0,[0.5882023  0.08383895],[ 1.8330727 -1.9791976],0.02038469910621643
Natasha Romanoff,winter_soldier.txt,"Don't do this to me, Nick.",0.0,[ 1.7014662 -0.9383301],[ 1.4250697 -1.5431955],0.16057118773460388
Natasha Romanoff,winter_soldier.txt,"Don't do this to me, Nick. Don't do this to me. [the three watch the doctors as they continue to revive Fury but Fury is still showing as flatlining, Steve turns away as they finally call his time of death]",0.0,[ 1.6292835 -0.724756 ],[ 1.8180915 -1.9705222],0.08187997341156006
Maria Hill,winter_soldier.txt,I need to take him. [Steve goes over to Natasha],0.0,[ 1.8048052 -1.092542 ],[ 1.4458338 -1.6036597],0.08050689101219177
Steve Rogers,winter_soldier.txt,"Natasha. [she doesn't respond, instead she tenderly touches Fury's head then turns and walks out, Steve follows her] Natasha!",0.0,[ 1.6312112 -1.0479759],[ 1.2882084 -1.5538257],0.12913066148757935
Natasha Romanoff,winter_soldier.txt,Why was Fury in your apartment?,0.0,[ 1.9930533 -1.2175301],[ 1.5771916 -1.8032557],0.07899922132492065
Steve Rogers,winter_soldier.txt,I don't know. [they are interrupted by Rumlow],0.0,[ 1.6850091 -0.9541486],[ 1.823867 -1.820386],0.03960388898849487
Brock Rumlow,winter_soldier.txt,"Cap, they want you back at SHIELD.",0.0,[0.09560981 0.46624622],[ 1.7249562 -1.7627653],0.053838908672332764
Steve Rogers,winter_soldier.txt,"Yeah, give me a second.",0.0,[0.47153145 0.22974396],[ 1.3492309 -1.302785 ],0.13267356157302856
Brock Rumlow,winter_soldier.txt,They want you now.,0.0,[0.4133727  0.40609795],[ 1.543796  -1.4694027],0.17662367224693298
Steve Rogers,winter_soldier.txt,Okay. [Steven turns to Natasha],0.5,[ 1.2289289 -0.6030396],[ 1.4802397 -1.6636444],0.029029160737991333
Natasha Romanoff,winter_soldier.txt,You're a terrible liar. [she turns and walks off],-1.0,[0.52524215 0.15888584],[ 0.63209355 -0.31895941],0.13245686888694763
Jasper Sitwell,winter_soldier.txt,"[on earpiece] STRIKE team, escort Captain Rogers back to SHIELD immediately for questioning.",0.0,[ 1.3268806  -0.57851505],[ 1.8619446 -1.9197024],0.026219308376312256
Brock Rumlow,winter_soldier.txt,"I told him. [Steve notices the vending machine next to him, we then see Steve walking towards Rumlow]",0.0,[ 1.0294849  -0.45428178],[ 1.7981355 -2.0230186],0.04820302128791809
Steve Rogers,winter_soldier.txt,Let's go.,0.0,[ 1.1382109  -0.36635533],[ 0.8062873 -0.7786583],0.06856140494346619
Brock Rumlow,winter_soldier.txt,"Yeah. [to the agents] STRIKE, move it out. [as they leave we see that Steve has hid the flash drive behind a pack of gums in the vending machine]",-0.4,[ 1.308317   -0.71306354],[ 1.5538617 -1.6132152],0.018760979175567627
Alexander Pierce,winter_soldier.txt,"For whatever it's worth, you did your best.",0.65,[ 0.59731185 -0.10538176],[ 1.7305162 -1.5808531],0.17047618329524994
Steve Rogers,winter_soldier.txt,Neighbor.,0.0,[0.39449507 0.23589614],[ 1.2661084 -1.2237209],0.04328179359436035
Alexander Pierce,winter_soldier.txt,"Ah, Captain. I'm Alexander Pierce.",0.0,[0.6579104  0.25000525],[ 1.6355152 -1.8415862],0.059573203325271606
Steve Rogers,winter_soldier.txt,"Sir, it's an honor. [they shake hands]",0.0,[ 1.267088  -0.4846272],[ 1.5223364 -1.6438173],0.16096842288970947
Alexander Pierce,winter_soldier.txt,"The honor is mine, Captain. My father served in the 101st. Come on in. [they enter Pierce's office where he shows Steve an old photo of Fury with Pierce] That photo was taken five years after Nick and I met. When I was at State Department in Bogota. ELN rebels took the embassy, and security got me out, but the rebels took hostages. Nick was deputy chief for the SHIELD station there. And he comes to me with a plan. He wants to storm the building through the sewers. I said, ""No, we'll negotiate."" Turned out the ELN didn't negotiate, so they put out a kill order. They stormed the basement, and what did they find? They find it empty. Nick had ignored my direct order and carried out an unauthorized military operation on foreign soil. He saved the lives of a dozen political officers, including my daughter.",0.0107142857142857,[ 1.6211668  -0.97873986],[ 1.1427913 -1.4889172],0.07644188404083252
Steve Rogers,winter_soldier.txt,So you gave him a promotion.,0.0,[-1.1449652  1.3921381],[ 1.4246227 -1.3432189],0.10226976871490479
Alexander Pierce,winter_soldier.txt,"I've never had any cause to regret it. Captain, why was Nick in your apartment last night?",0.0,[ 2.0373092 -1.3808745],[ 1.6117169 -1.8660312],0.17539462447166443
Steve Rogers,winter_soldier.txt,I don't know.,0.0,[ 1.0438297  -0.30109754],[ 1.2361151 -1.1215701],0.050982773303985596
Alexander Pierce,winter_soldier.txt,You know it was bugged?,0.0,[ 1.0357726  -0.47584257],[ 1.6189061 -1.61967  ],0.030774682760238647
Steve Rogers,winter_soldier.txt,"I did, because Nick told me.",0.0,[0.424102   0.20613155],[ 1.7062317 -1.6600085],0.05242800712585449
Alexander Pierce,winter_soldier.txt,Did he tell you he was the one who bugged it? [Steve doesn't reply obviously not knowing this information] I want you to see something. [he brings up footage of Batroc being interrogated],0.0,[ 1.6248747 -1.0467625],[ 1.8931183 -2.025028 ],0.04996103048324585
Steve Rogers,winter_soldier.txt,Is that live?,0.1363636363636363,[ 1.7883158 -0.9856745],[ 1.4329146 -1.4469422],0.019425630569458008
Alexander Pierce,winter_soldier.txt,"Yeah, they picked him up last night in a not-so-safe house in Algiers.",0.0,[0.13076048 0.23723307],[ 2.0417547 -2.152992 ],0.07990318536758423
Steve Rogers,winter_soldier.txt,Are you saying he's a suspect? Assassination isn't Batroc's line.,0.0,[ 1.6040114 -0.9316195],[ 1.7013658 -1.8544149],0.050878316164016724
Alexander Pierce,winter_soldier.txt,"No, it's more complicated than that. Batroc was hired anonymously to attack the Lemurian Star and he was contacted by e-mail and paid by wire transfer. And then the money was run through seventeen fictitious accounts, the last one going to a holding company that was registered to a Jacob Veech.",0.0,[ 0.5070656  -0.29276463],[ 1.736517  -1.8392466],0.017250537872314453
Steve Rogers,winter_soldier.txt,Am I supposed to know who that is? [he hands Steve the file],0.0,[ 1.8801216 -1.1937076],[ 1.8327476 -1.9759046],0.03227931261062622
Alexander Pierce,winter_soldier.txt,Not likely. Veech died six years ago. His last address was 14-35 Elmhurst Drive. When I first met Nick his mother lived at 14-37.,0.0833333333333333,[ 2.0835662 -1.4303418],[ 1.914576  -1.9897752],0.11737418174743652
Steve Rogers,winter_soldier.txt,Are you saying Fury hired the pirates? Why?,0.0,[ 1.8237559 -1.1706716],[ 1.7114891 -1.8462311],0.03596013784408569
Alexander Pierce,winter_soldier.txt,The prevailing theory was that the hijacking was a cover for the acquisition and sale of classified intelligence. The sale went sour and that led to Nick's death.,-0.15,[0.2887593  0.02955812],[ 1.7750187 -1.85922  ],0.018388599157333374
Steve Rogers,winter_soldier.txt,If you really knew Nick Fury you'd know that's not true.,0.0125,[ 1.4094619  -0.64665824],[ 1.4630889 -1.5417992],0.04478183388710022
Alexander Pierce,winter_soldier.txt,"Why do you think we're talking? See, I took a seat on the Council not because I wanted to but because Nick asked me to, because we were both realists. We knew that despite all the diplomacy and the handshaking and the rhetoric, that to build a really better world sometimes means having to tear the old one down. And that makes enemies. Those people that call you dirty because you got the guts to stick your hands in the mud and try to build something better. And the idea that those people could be happy today, makes me really, really angry. [he hesitates a moment] Captain, you were the last one to see Nick alive. I don't think that's an accident, and I don't think you do either. So I'm gonna ask again, why was he there?",0.082716049382716,[ 1.7187532 -1.0272219],[ 1.6503657 -1.7667316],0.13681772351264954
Steve Rogers,winter_soldier.txt,He told me not to trust anyone.,0.0,[ 0.6751484  -0.04701575],[ 1.5565964 -1.5568053],0.09531107544898987
Alexander Pierce,winter_soldier.txt,I wonder if that included him. [Steve pauses a moment before replying],0.0,[ 1.464031   -0.92137784],[ 1.8002517 -2.0119588],0.04342404007911682
Steve Rogers,winter_soldier.txt,"I'm sorry. Those were his last words. Excuse me. [Steve picks up his shield, places it on his back and starts to make his out of the office]",-0.1375,[ 1.4079529 -0.6105012],[ 1.7409976 -1.8422655],0.17641635239124298
Alexander Pierce,winter_soldier.txt,"Captain. [Steve stops and looks at Pierce] Somebody murdered my friend and I'm gonna find out why. Anyone gets in my way, they're gonna regret it. Anyone.",0.0,[ 1.4347242  -0.86736286],[ 1.3851384 -1.5724899],0.14301817119121552
Steve Rogers,winter_soldier.txt,Understood. [Steve turns and leaves],0.0,[ 1.1567498 -0.5978182],[ 1.7359473 -1.8128214],0.029129624366760254
Steve Rogers,winter_soldier.txt,[after he leaves Pierce's office he steps into the elevator] Operations control.,0.0,[ 0.80880725 -0.15656516],[ 1.8560216 -1.9100432],0.02512812614440918
Brock Rumlow,winter_soldier.txt,Keep all STRIKE personnel on site.,0.0,[ 0.8538138  -0.34055242],[ 1.7717736 -1.7080101],0.022610604763031006
Brock Rumlow,winter_soldier.txt,Forensics.,0.0,[-0.18495938  0.85216224],[ 1.588431  -1.4903964],0.026386559009552002
Brock Rumlow,winter_soldier.txt,Cap.,0.0,[ 0.8706942 -0.1273683],[ 0.9722605  -0.88380075],0.024998456239700317
Steve Rogers,winter_soldier.txt,Rumlow. [the elevator doors close and they start riding down],-0.1555555555555555,[ 1.0906564 -0.4998035],[ 1.305235  -1.5198219],0.020723551511764526
Brock Rumlow,winter_soldier.txt,Evidence Response found some fibres on the roof they want us to see. You want me to get the tac-team ready?,0.2,[ 1.6174666  -0.89112586],[ 1.9567434 -1.9719278],0.036385416984558105
Steve Rogers,winter_soldier.txt,"No, lets wait and see what it is first.",0.25,[ 1.8303622 -1.0479178],[ 1.3083857 -1.2480513],0.022494196891784668
Brock Rumlow,winter_soldier.txt,Right. [Steve notices one of the agents touching his weapon suspiciously] [the elevator stops and more SHIELD and STRIKE agents enter],0.4285714285714285,[ 0.74822974 -0.34982806],[ 1.5928313 -1.8239079],0.040316998958587646
Brock Rumlow,winter_soldier.txt,"[to Steve] I'm sorry about what happened with Fury. Messed up, what happened to him.",-0.5,[ 1.889965  -0.9721298],[ 1.9277133 -2.0359027],0.08492550253868103
Steve Rogers,winter_soldier.txt,"Thank you. [feeling something is off, Steve looks at the agents in the elevator and notices one of them is sweating, then the elevator stops and more agents enter]",0.5,[ 0.6824978 -0.2696012],[ 1.8996507 -2.0622294],0.07553142309188843
Steve Rogers,winter_soldier.txt,"Before we get started, does anyone want to get out? [there's a moment's pause before suddenly one of the agents turns and uses an electric rod to give Steve a shock, the others grab him and try to strap his wrists with magnetic cuffs, Steve manages to knock some of them down but one cuff remains, then Rumlow uses his rod to give Steve a shock] [as Steve is being attacked we see Sitwell in a controls room watching them from a monitor]",-0.0777777777777777,[ 1.6506499 -1.0503327],[ 1.4528294 -1.6292497],0.09429734945297241
Jasper Sitwell,winter_soldier.txt,"Mobilize STRIKE units, 25th floor. [Steve manages free himself from the magnetic cuff and knock all the agents down, he turns to Rumlow]",0.1222222222222222,[ 1.5997828 -0.8388916],[ 1.4261359 -1.5613315],0.024633020162582397
Brock Rumlow,winter_soldier.txt,"Whoa, big guy. I just want you to know, Cap, this ain't personal. [Rumlow then goes to attack Steve with his electric rod but Steve manages to defend himself and eventually knocks Rumlow out]",0.0,[ 1.7154111  -0.89338744],[ 1.38131   -1.6281719],0.12446090579032898
Steve Rogers,winter_soldier.txt,"It kind of feels personal. [Steve picks up his shield then opens the elevator doors, but he's faced by a team of STRIKE agents pointing their weapons at him]",0.3,[ 0.7750485  -0.20632425],[ 1.5424007 -1.7204434],0.04671594500541687
Jasper Sitwell,winter_soldier.txt,"Are you kidding me? [ordering the STRIKE team] He's headed for the garage. Lock down the bridge! [Steve rides out of the SHIELD garage on his motorcycle, evading the obstacles laid out but then a Quinjet emerges ahead of him]",-0.1222222222222222,[ 1.4583862 -0.8153545],[ 1.689552  -1.7649442],0.04253426194190979
Jasper Sitwell,winter_soldier.txt,"[to the SHIELD agents] Eyes here. [everyone, including Agent 13, looks at Sitwell] Whatever your op is, bury it. This is Level One. Contact DOT. All traffic lights in the district go red. Shut all runways at BWI, IAD and Reagan. All security cameras in the city go through this monitor, right here. Scan all open sources. Phones, computers, PDAs, whatever. If someone tweets about this guy, I want to know about it.",0.0952380952380952,[ 1.6008768 -1.0169821],[ 1.6327052 -1.6690607],0.018745362758636475
Alexander Pierce,winter_soldier.txt,"Because he lied to us. [Pierce enters the room] Captain Rogers has information regarding the death of Director Fury, he refused to share it. As difficult as this is to accept, Captain America is a fugitive from SHIELD.",-0.5,[ 1.571239  -0.9701239],[ 1.8022879 -1.988123 ],0.04442080855369568
Steve Rogers,winter_soldier.txt,Where is it?,0.0,[ 2.2994483 -1.3155109],[ 1.2319605 -1.246886 ],0.02389395236968994
Natasha Romanoff,winter_soldier.txt,Safe.,0.5,[0.3449366 0.3176081],[ 1.2884909 -1.3012612],0.04233202338218689
Steve Rogers,winter_soldier.txt,Do better!,0.625,[ 0.80775255 -0.07781533],[ 1.5041252 -1.3716308],0.09450575709342957
Natasha Romanoff,winter_soldier.txt,Where did you get it?,0.0,[ 2.3237772 -1.6040055],[ 1.6938044 -1.7125361],0.04697421193122864
Steve Rogers,winter_soldier.txt,Why would I tell you?,0.0,[ 2.0751526 -1.313501 ],[ 1.6396716 -1.5396746],0.15259821712970734
Natasha Romanoff,winter_soldier.txt,Fury gave it to you. Why?,0.0,[ 2.0469084 -1.1969751],[ 1.5535889 -1.653183 ],0.14046362042427063
Steve Rogers,winter_soldier.txt,What's on it?,0.0,[ 2.2919712 -1.365425 ],[ 1.4403341 -1.4636992],0.020156651735305786
Natasha Romanoff,winter_soldier.txt,I don't know.,0.0,[ 1.0438297  -0.30109754],[ 1.2361151 -1.1215701],0.050982773303985596
Steve Rogers,winter_soldier.txt,Stop lying!,0.0,[0.20978312 0.3528811 ],[ 0.80331236 -0.7493124 ],0.11570940911769867
Natasha Romanoff,winter_soldier.txt,"I only act like I know everything, Rogers.",0.0,[-0.37945995  1.003275  ],[ 1.7205209 -1.5616698],0.04327782988548279
Steve Rogers,winter_soldier.txt,"I bet you knew Fury hired the pirates, didn't you?",0.0,[0.1846219  0.14280063],[ 1.3824023 -1.5268723],0.0653582513332367
Natasha Romanoff,winter_soldier.txt,"Well, it makes sense. The ship was dirty, Fury needed a way in, so do you.",-0.6,[ 0.76071936 -0.13988647],[ 1.1124808 -1.2700764],0.10084092617034912
Steve Rogers,winter_soldier.txt,I'm not gonna ask you again.,0.0,[ 1.4057052 -0.6497096],[ 1.5535982 -1.4017967],0.14873293042182922
Natasha Romanoff,winter_soldier.txt,"I know who killed Fury. Most of the intelligence community doesn't believe he exists, the ones who do call him the Winter Soldier. He's credited with over two dozen assassinations in the last fifty years.",0.0999999999999999,[ 0.76914793 -0.16236359],[ 1.7194766 -1.9813763],0.032457828521728516
Steve Rogers,winter_soldier.txt,So he's a ghost story.,0.0,[0.3737325  0.23945084],[ 1.7148794 -1.6821746],0.06909620761871338
Natasha Romanoff,winter_soldier.txt,"Five years ago I was escorting a nuclear engineer out of Iran, somebody shot out my tires near Odessa. We lost control, went straight over a cliff, I pulled us out, but the Winter Soldier was there. I was covering my engineer, so he shot him straight through me. [she pulls up her shirt to show him the scar on the side of her stomach] Soviet slug, no rifling. Bye-bye bikinis.",0.1666666666666666,[ 1.315374   -0.56234217],[ 0.78340244 -0.93638754],0.12556801736354828
Steve Rogers,winter_soldier.txt,"Yeah, I bet you look terrible in them now. [there's a hit of a smile from Natasha]",-0.35,[ 0.7126106  -0.11404298],[ 1.3455378 -1.2958784],0.17646408081054688
