Unnamed: 0,Name,Movie,Line,Sentiment,Irony,Hate,Intimacy
159,Peter Parker,infinity_war.txt,[Untangles himself] Not cool!,-0.21875,[ 1.1190866  -0.34795484],[ 1.4246485 -1.5871342],0.061316102743148804
160,Peter Parker,infinity_war.txt,"Uhhh, Mr. Stark? I'm being beamed up!",-0.25,[ 0.72574127 -0.11584258],[ 1.9080555 -2.1839902],0.11176738142967224
161,Tony Stark,infinity_war.txt,"Hang on, kid. [Cull Obsidian's hammer doubles as a claw, pinning Iron Man to the ground and shorting his suit. As Obsidian jumps towards Iron Man, blades ready to end this fight, he is sent through a portal instead. The alien turns and leaps to return the same way, but Wong closes it rapidly -- only Obsidian's severed hand makes it back to the park. Bruce kicks the hand away with a noise of disgust.]",-0.0099999999999999,[ 1.5989388  -0.88716185],[ 0.8321773 -1.1211843],0.05980980396270752
162,Tony Stark,infinity_war.txt,"[Iron Man shakes himself free of the Dwarf's weapon, now powerless.] Wong, you're invited to my wedding. [Iron Man begins to fly towards the large ship] Give me a little juice, F.R.I.D.A.Y. [Iron Man's foot thrusters morph together into a single larger jet and increase his speed considerably.]",0.0944196428571428,[ 1.6940438  -0.99869245],[ 0.8571453 -1.1288432],0.11887480318546295
163,Tony Stark,infinity_war.txt,"[Still in pursuit of the ship and his protege.] Unlock 17-A. [A pod launches from the upstate Avengers headquarters and curves up to the accelerating circular ship.] Pete, you gotta let go. I'm gonna catch you.",0.0,[ 1.7180613 -1.0289587],[ 1.2652954 -1.4826051],0.05164724588394165
164,Peter Parker,infinity_war.txt,"But you said save the wizard! [Spider-Man, gasping from lack of oxygen, pulls off his mask] I can't breathe!",0.0,[ 1.2557166 -0.4628425],[ 1.7963789 -2.0146472],0.09667056798934937
165,Tony Stark,infinity_war.txt,You're too high up. You're running out of air.,0.16,[ 1.7864649 -1.1227605],[ 1.2872771 -1.0762247],0.07721835374832153
166,Peter Parker,infinity_war.txt,Yeah! That makes sense.,0.0,[-1.3503896  1.6267688],[ 1.0577796 -1.0102936],0.03734287619590759
167,Peter Parker,infinity_war.txt,"Mr. Stark, it smells like a new car in here!",-0.0147727272727272,[0.37632522 0.12927118],[ 1.7072417 -1.8291728],0.061989426612854004
168,Tony Stark,infinity_war.txt,"Happy trails, kid. F.R.I.D.A.Y, send him home.",0.8,[ 1.2895715  -0.58677363],[ 1.78769   -1.7764202],0.1588512361049652
169,Peter Parker,infinity_war.txt,"OH, COME ON!",0.0,[ 0.90785205 -0.1856249 ],[ 0.7425173  -0.69486177],0.08981093764305115
170,Pepper Potts,infinity_war.txt,"[Sounding heavily worried] Tony? Oh, my God. Are you all right? What's going on?",0.0428571428571428,[ 2.2096796 -1.3105313],[ 2.1098874 -2.1864114],0.0964275598526001
171,Tony Stark,infinity_war.txt,"Yeah, I'm fine. I just think we might have to push our 8",0.4166666666666667,[ 1.3865875 -0.6098503],[ 1.7428477 -1.7146904],0.13645459711551666
172,Pepper Potts,infinity_war.txt,Why?,0.0,[ 1.8556874 -0.9093038],[ 1.1259345 -1.0720764],0.06853637099266052
173,Tony Stark,infinity_war.txt,[While looking at the ship around him] Just 'cause I'll... probably not make it back for a while.,0.0,[ 1.4906114 -0.71243  ],[ 1.8489691 -1.9318312],0.08202001452445984
174,Pepper Potts,infinity_war.txt,Tell me you're not on that ship.,0.0,[ 0.9779591  -0.37154663],[ 1.5389525 -1.589249 ],0.09293195605278015
175,Tony Stark,infinity_war.txt,Yeah.,0.0,[-0.01128384  0.49658802],[ 0.8073447 -0.7215428],0.027981340885162354
176,Pepper Potts,infinity_war.txt,"God, no. Please tell me you're not on that ship.",0.0,[ 1.7746533  -0.94606847],[ 1.2684225 -1.3494458],0.10293716192245483
177,Tony Stark,infinity_war.txt,"Honey, I'm sorry. I'm sorry, I don't know what to say.",-0.5,[ 1.5367361 -0.6685463],[ 1.8695678 -1.7232122],0.16868352890014648
178,Pepper Potts,infinity_war.txt,"Come back here, Tony. I swear to God….",0.0,[ 1.9703836 -1.1383753],[ 1.7011973 -1.9224473],0.15994837880134583
179,Tony Stark,infinity_war.txt,Pep….,0.0,[ 0.8404664  -0.21420383],[ 1.3473791 -1.3836287],0.025108665227890015
180,Pepper Potts,infinity_war.txt,Come back here right now! Come back!,0.119047619047619,[ 1.9129719 -1.1478059],[ 1.7063073 -1.8697437],0.13347876071929932
181,Peter Parker,infinity_war.txt,Oh my God! [Looks at the rapidly-receding planet behind him] I should have stayed on the bus....,-0.4,[ 0.9984587  -0.34254086],[ 1.8139147 -1.9061282],0.10818590223789215
182,Bruce Banner,infinity_war.txt,Where you going?,0.0,[ 2.1224513 -1.1647586],[ 1.4487323 -1.4768219],0.05962616205215454
183,Bruce Banner,infinity_war.txt,[Holding Rogers' cell phone] I'm gonna make a call.,0.0,[ 1.3808619  -0.47638512],[ 1.8784425 -1.9266136],0.04675522446632385
184,Peter Quill,infinity_war.txt,"[Chair-dancing to the song] Sing it, Drax!",0.0,[ 1.3582264  -0.23901314],[ 1.5338924 -1.5344876],0.04110708832740784
185,Rocket,infinity_war.txt,[Yawns] Why are we doing this again?,0.0,[ 1.6707549  -0.92857474],[ 1.6177883 -1.6963664],0.06872391700744629
186,Gamora,infinity_war.txt,"[Annoyed] It's a distress signal, Rocket. Someone could be dying.",-0.4,[ 1.9244674 -1.1258998],[ 1.8343002 -2.0226705],0.019621282815933228
187,Rocket,infinity_war.txt,"I get that, but why are we doing it?",0.0,[ 1.7517735 -1.0775944],[ 1.6395702 -1.6775472],0.11307182908058167
188,Peter Quill,infinity_war.txt,'Cause we're nice. And maybe whoever it is will give us a little cheddar cheese [Quill rubs his thumb against his other fingers] for our help.,0.0958333333333333,[ 1.5662314  -0.75350994],[ 1.3987187 -1.5109247],0.17578881978988647
189,Gamora,infinity_war.txt,[Waves her index finger at Quill] Which isn't the point.,0.0,[ 1.4678692  -0.75023973],[ 1.3064104 -1.349871 ],0.11708563566207886
190,Peter Quill,infinity_war.txt,[Points back at Gamora] Which isn't the point... I mean… if he doesn't pony up….,0.0,[ 1.7904853 -1.2517079],[ 1.6150764 -1.9290313],0.024843990802764893
191,Drax,infinity_war.txt,We'll take his ship.,0.0,[7.5911349e-01 4.4198893e-04],[ 0.74560773 -0.8934239 ],0.10999271273612976
192,Rocket,infinity_war.txt,Exactly!,0.3125,[0.30419767 0.47121984],[ 0.98602754 -0.9001669 ],0.024750322103500366
193,Peter Quill,infinity_war.txt,B-b-b-bingo!,0.0,[ 1.1573237 -0.3229012],[ 1.507805  -1.5477738],0.09177857637405396
194,Mantis,infinity_war.txt,[Reading her console] We are arriving.,0.0,[ 0.90579045 -0.17911118],[ 1.5732212 -1.5665239],0.02427917718887329
195,Peter Quill,infinity_war.txt,"All right, Guardians. Don't forget, this might be dangerous, so let's put on our mean faces. [Groot rolls his eyes as Mantis makes a snarl. Groot's handheld Terran-vintage video game beeps.] Groot, put that thing away. Now. I don't wanna tell you again. [Game continues beeping] Groot.",-0.2853571428571428,[ 1.3877033  -0.69569117],[ 1.062935 -1.131264],0.0760108232498169
196,Peter Quill,infinity_war.txt,Whoa!,0.0,[-0.33307102  0.89721924],[ 1.4939834 -1.4469297],0.08784335851669312
197,Rocket,infinity_war.txt,Language!,0.0,[0.14212818 0.5360213 ],[ 1.1287184 -0.9564971],0.027906835079193115
198,Gamora,infinity_war.txt,Hey!,0.0,[0.6611168  0.13126478],[ 1.1559635 -1.1226578],0.02856665849685669
199,Drax,infinity_war.txt,Wow.,0.1,[-0.23829356  0.8402889 ],[ 1.0188035  -0.94825435],0.0306379497051239
200,Peter Quill,infinity_war.txt,"You got some acorns on you, kid.",0.0,[ 1.3703933 -0.5881881],[ 1.2825015 -1.2458681],0.09397143125534058
201,Rocket,infinity_war.txt,"Ever since you got a little sap, you're a total d-hole. Keep it up, and I'm gonna SMASH THAT THING TO PIECES!",-0.09375,[ 1.697299  -1.0204588],[ 0.33723688 -0.3649166 ],0.15762892365455627
202,Mantis,infinity_war.txt,What happened?,0.0,[ 2.0429142 -1.0419959],[ 1.545624  -1.4592237],0.023649483919143677
203,Rocket,infinity_war.txt,Looks like we're not getting paid.,0.0,[-0.6072025  0.7109252],[ 1.5622234 -1.4803795],0.08423960208892822
204,Rocket,infinity_war.txt,[Waving his hands] Wipers! Wipers! Get it off!,0.0,[ 1.4856457 -0.6171484],[ 0.6459568  -0.52320445],0.024103105068206787
205,Peter Quill,infinity_war.txt,How the hell is this dude still alive?,0.1,[ 1.9015222 -1.1461382],[ 1.2867398 -1.4344479],0.08701750636100769
206,Drax,infinity_war.txt,"[Sounding awed] He is not a dude. You're a dude. This... this is a man. A handsome, muscular man.",0.5,[ 1.5702877 -0.8851321],[ 1.6299826 -1.7695007],0.1742047667503357
207,Peter Quill,infinity_war.txt,[A little dented] I'm muscular.,-0.1875,[ 1.690924  -0.7561498],[ 1.691002 -1.77607 ],0.17497053742408752
208,Rocket,infinity_war.txt,"Who are you kidding, Quill? You're one sandwich away from fat.",0.0,[ 1.7039875  -0.88058513],[ 1.1603817 -1.1412371],0.05751708149909973
209,Peter Quill,infinity_war.txt,"Yeah, right.",0.2857142857142857,[-0.30520234  0.72482014],[ 0.93773454 -0.83652747],0.02732032537460327
210,Drax,infinity_war.txt,It's true. You have gained a little weight…. [Drax motions to his chin and belly.],0.0812499999999999,[ 1.2221243 -0.6873428],[ 1.6366742 -1.8229078],0.1729947328567505
211,Peter Quill,infinity_war.txt,"What? Gamora, do you think I'm…",0.0,[ 2.070513  -1.2364637],[ 1.739134  -1.9034541],0.040395140647888184
212,Mantis,infinity_war.txt,He is anxious. Angry. He feels tremendous loss and guilt.,-0.1388888888888889,[ 1.3444016 -0.8598006],[ 2.0895383 -1.9771402],0.1352359652519226
213,Drax,infinity_war.txt,It's like a pirate had a baby with an angel.,0.0,[0.36604106 0.28197944],[ 1.0811862 -1.1342388],0.17065921425819397
214,Peter Quill,infinity_war.txt,Wow. This is a real wake-up call for me. Okay. I'm gonna get a Bow-flex. I'm gonna commit. I'm gonna get some dumbbells.,0.2666666666666666,[ 1.3462641  -0.61985314],[ 1.3321255 -1.2921909],0.16131103038787842
215,Rocket,infinity_war.txt,"You know you can't eat dumbbells, right?",0.2857142857142857,[0.27916124 0.17211732],[ 1.1871587 -1.1108044],0.05734914541244507
216,Gamora,infinity_war.txt,"[Reaches Drax's side and picks up Thor's left arm, stroking his triceps] It's like his muscles are made of Cotati metal fibers.",0.0,[ 1.3534849 -0.5664876],[ 1.4163866 -1.622413 ],0.1579991579055786
217,Peter Quill,infinity_war.txt,"[Snidely to Gamora] Stop massaging his muscles. [Gamora, annoyed, drops the arm with a thump; quietly to Mantis] Wake him up.",-0.2,[ 1.5721565 -0.9049875],[ 1.1935754 -1.3771976],0.17090445756912231
218,Mantis,infinity_war.txt,[Places hand on Thor's forehead] Wake.,0.0,[ 1.5105377  -0.53166306],[ 1.4495445 -1.6301255],0.03506588935852051
219,Thor,infinity_war.txt,Who the hell are you guys?,0.0,[ 2.1005936 -1.0900776],[ 1.5862776 -1.7516338],0.15226922929286957
220,Gamora,infinity_war.txt,"The entire time I knew Thanos, he only ever had one goal",0.0,[ 0.99504215 -0.1642426 ],[ 1.6414798 -1.7312841],0.037154555320739746
221,Drax,infinity_war.txt,Including my own.,0.6,[ 1.0099503  -0.18876898],[ 1.4073306 -1.3769752],0.07942524552345276
222,Gamora,infinity_war.txt,"If he gets all six Infinity Stones, he can do it with the snap of his fingers, like this. [She snaps her fingers.]",0.0,[ 1.6950861 -0.7970186],[ 1.2033906 -1.3722066],0.09862804412841797
223,Thor,infinity_war.txt,You seem to know a great deal about Thanos.,0.8,[-1.1834444  1.439859 ],[ 1.4686359 -1.5625254],0.05612093210220337
224,Drax,infinity_war.txt,Gamora... is the daughter of Thanos.,0.0,[0.50249094 0.10283154],[ 1.0881509 -1.2063625],0.034326255321502686
225,Thor,infinity_war.txt,Your father killed my brother. [Thor stands and strides towards Gamora aggressively.],-0.2,[ 0.8083575  -0.20470965],[ 1.1111889 -1.2952789],0.11977201700210571
226,Peter Quill,infinity_war.txt,"Oh, boy. Stepfather. Technically, she hates him as much as you do. [Thor softens a bit.]",0.1,[ 0.90232927 -0.45418635],[ 1.3813832 -1.364663 ],0.17299793660640717
227,Thor,infinity_war.txt,"Families can be tough. [He claps a hand on Gamora's shoulder] Before my father died, he told me I had a half-sister... that he imprisoned in Hel. Then she returned home, and stabbed me in the eye, so... I had to kill her. It's life, isn't it, I guess. Goes round and round and... I feel your pain.",-0.262962962962963,[ 1.6861093  -0.88212276],[ 1.2163979 -1.29879  ],0.17577356100082397
228,Peter Quill,infinity_war.txt,"And I feel your pain, as well. I mean it's not a competition, but I've been through a lot. My father killed my mother, then I had to kill my father. And that was hard. Probably even harder than having to kill a sister. Plus, I, came out of it with both of my eyes--",-0.2260416666666666,[ 2.2415514 -1.3516716],[ 1.8439312 -1.7457507],0.16575241088867188
229,Thor,infinity_war.txt,"[Not paying attention as he stares at his soup spoon] I need a hammer, not a spoon…. (He attempts to fiddle with machinery) How do I open this thing? Is there some sort of a four-digit code maybe… maybe a birth date or something….",0.0,[ 2.1436603 -1.4875517],[ 1.8946165 -2.0002475],0.04157501459121704
230,Peter Quill,infinity_war.txt,What are you doing?,0.0,[ 2.0138843 -1.2099693],[ 1.7089423 -1.7421534],0.08302116394042969
231,Thor,infinity_war.txt,Taking your pod.,0.0,[0.60280865 0.17605755],[ 1.5760149 -1.5780578],0.06513261795043945
232,Peter Quill,infinity_war.txt,"[Clears his throat then deepens his voice] No, you're not! [Mimics Thor’s accent] You'll not, be taking our pod today, sir.",0.0,[ 1.808853  -1.0884187],[ 1.3366619 -1.4498838],0.17718254029750824
233,Rocket,infinity_war.txt,Quill. Are you making your voice deeper?,0.0,[ 1.8460388 -1.1842158],[ 1.8085917 -1.7527993],0.16495434939861298
234,Peter Quill,infinity_war.txt,No.,0.0,[ 1.1156424 -0.377345 ],[ 0.848548 -0.758422],0.026728183031082153
235,Drax,infinity_war.txt,You are. You're imitating the god-man. It's weird.,-0.5,[ 0.7780921  -0.15990996],[ 1.562884  -1.5889739],0.13614614307880402
236,Peter Quill,infinity_war.txt,No I'm not.,0.0,[0.57027745 0.03288168],[ 1.479349  -1.3880765],0.076846182346344
237,Mantis,infinity_war.txt,[Gasp] He just did it again!,0.0,[ 1.1814561 -0.3714768],[ 1.6569083 -1.7402447],0.04817900061607361
238,Peter Quill,infinity_war.txt,This is my voice!,0.0,[ 1.4580073 -0.4940261],[ 1.421239  -1.1754584],0.16706925630569458
239,Thor,infinity_war.txt,[Steps closer to Quill] Are you mocking me?,0.0,[ 1.6507386 -0.9409928],[ 1.5743238 -1.7989639],0.08799946308135986
240,Peter Quill,infinity_war.txt,Are you mocking me?,0.0,[ 1.4812922  -0.67386085],[ 1.6355053 -1.7028474],0.14143162965774536
241,Thor,infinity_war.txt,Stop it. You did it again.,0.0,[ 0.6746629  -0.06512053],[ 1.4138073 -1.2117163],0.08620280027389526
242,Peter Quill,infinity_war.txt,He's trying to copy me.,0.0,[-0.29434976  0.9073403 ],[ 1.4428593 -1.463277 ],0.07400745153427124
243,Thor,infinity_war.txt,Would you stop doing that? He's doing it first.,0.25,[ 0.7845789 -0.3048457],[ 1.2463923 -1.3907838],0.09510892629623413
244,Gamora,infinity_war.txt,Enough! We need to stop Thanos. Which means we need to find out where he's going next.,0.0,[ 1.008352  -0.4032323],[ 0.55575037 -0.94140965],0.04100924730300903
245,Thor,infinity_war.txt,Knowhere.,0.0,[0.6089724  0.03367677],[ 0.9327146  -0.86993986],0.0353582501411438
246,Mantis,infinity_war.txt,He must be going somewhere.,0.0,[ 1.2194786  -0.39084923],[ 1.2512969 -1.271053 ],0.06569972634315491
247,Peter Quill,infinity_war.txt,"[Voice now normal] No. Knowhere? It's a place. We've been there. It sucks. Excuse me, that's our food. [To Thor as he rummages through their food stores.]",-0.0666666666666666,[ 1.5042355  -0.78662944],[ 1.9103054 -1.9527729],0.09120702743530273
248,Thor,infinity_war.txt,Not anymore.,0.0,[ 1.0937148  -0.24834606],[ 1.2083896 -1.1219602],0.05255770683288574
249,Gamora,infinity_war.txt,Thor… why would he go to Knowhere?,0.0,[ 1.899228  -1.3284879],[ 1.4594167 -1.6742723],0.045517027378082275
250,Thor,infinity_war.txt,"Because for years, the Reality Stone has been safely stored, there with a man we call the Collector.",0.5,[ 0.86584413 -0.4646979 ],[ 1.8268226 -1.9594566],0.02282947301864624
251,Peter Quill,infinity_war.txt,"If it's with the Collector, then it's not safe. Only an idiot would give that man a stone.",-0.35,[ 1.8675009 -1.1866412],[ 0.8528818 -1.1412504],0.06311050057411194
252,Thor,infinity_war.txt,Or a genius.,0.0,[0.28321424 0.4331094 ],[ 1.2077596 -1.1794966],0.06937089562416077
253,Gamora,infinity_war.txt,[To Thor] How do you know he's not going for one of the other Stones?,-0.125,[ 2.1001706 -1.3492986],[ 1.382709  -1.6959425],0.03934067487716675
254,Thor,infinity_war.txt,"There's six stones out there. [Finishes rummaging and steps in front of Gamora] Thanos already has the Power Stone because he stole it last week, when he decimated Xandar. He stole the Space Stone from me when he destroyed my ship and slaughtered half my people. The Time and Mind Stones are safe on Earth. They're with the Avengers.",0.1111111111111111,[ 1.5341713 -0.8538388],[ 0.8872926 -1.1828059],0.04822039604187012
255,Peter Quill,infinity_war.txt,The 'Avengers'?,0.0,[ 0.805768   -0.08789845],[ 1.6574546 -1.8213644],0.02914220094680786
256,Thor,infinity_war.txt,[By way of explanation.] Earth's Mightiest Heroes.,0.0,[ 1.0503219 -0.3388536],[ 1.874513 -2.070419],0.02735072374343872
257,Mantis,infinity_war.txt,Like Kevin Bacon?,0.0,[ 1.0259509 -0.3648374],[ 1.4848343 -1.644466 ],0.03394597768783569
258,Thor,infinity_war.txt,"[Pause] He may be on the team. I don't know. Haven't been there in a while. As for the Soul Stone, well, no one's ever seen that. No one even knows where it is. Therefore, Thanos can't get it. Therefore, he's going to Knowhere. Hence, he'll be getting the Reality Stone. You're welcome.",0.8,[ 2.1562595 -1.3751512],[ 1.6071721 -1.8126197],0.047292083501815796
259,Gamora,infinity_war.txt,Then we have to go to Knowhere now.,0.0,[ 1.6554211  -0.88341933],[ 1.5242232 -1.425469 ],0.025410443544387817
260,Thor,infinity_war.txt,"Wrong! Where we have to go, is Nivadellir.",-0.625,[ 1.7215527 -1.0909579],[ 1.7335938 -1.844031 ],0.034007251262664795
261,Drax,infinity_war.txt,That's a made up word.,0.0,[0.3283525 0.5009198],[ 1.3960518 -1.1543838],0.04247778654098511
262,Thor,infinity_war.txt,All words are made up.,0.0,[0.34453782 0.38678387],[ 1.4333421 -1.140556 ],0.02602556347846985
263,Rocket,infinity_war.txt,"Hold up, Nidavellir is real? [Climbing on to the table] Seriously? I mean, that place is a legend. [Increasingly gleeful] They make the most powerful, horrific weapons to ever torment the Universe. I would very much like to go there, please.",-0.0087499999999999,[ 1.570328  -1.0048723],[ 1.4045626 -1.5552622],0.0908174216747284
264,Thor,infinity_war.txt,"The rabbit is correct, and clearly the smartest among you.",0.1,[ 0.9720394  -0.33840308],[ 1.4202174 -1.4928199],0.06374099850654602
265,Rocket,infinity_war.txt,Rabbit?,0.0,[ 1.6446975 -0.93238  ],[ 1.2303749 -1.3113271],0.02358648180961609
266,Thor,infinity_war.txt,"Only Eitri the dwarf king can make me the weapon I need. [To Rocket] I assume you're the captain, sir?",0.0,[ 1.5142959  -0.64009064],[ 1.4639595 -1.7386911],0.08885848522186279
267,Rocket,infinity_war.txt,You're very perceptive.,0.2,[-0.69612616  1.0577868 ],[ 1.6081141 -1.4737651],0.14554360508918762
268,Thor,infinity_war.txt,You seem like a noble leader. Will you join me on my quest to Nidavellir?,0.6,[ 1.472897  -0.6105949],[ 1.6788402 -1.9995905],0.1347067654132843
269,Rocket,infinity_war.txt,"Lemme just ask the captain. Oh, wait a second, it's me! Yeah, I'll go.",0.0,[ 1.2644527  -0.45063615],[ 1.7526911 -1.8043082],0.15663978457450867
270,Thor,infinity_war.txt,Wonderful.,1.0,[-0.88633245  1.4578586 ],[ 1.3129648 -1.1787865],0.11799365282058716
271,Peter Quill,infinity_war.txt,Except for that I'm the captain.,0.0,[0.22074147 0.55246705],[ 1.4783878 -1.4830865],0.08048176765441895
272,Thor,infinity_war.txt,Quiet!,0.0,[ 1.1260018  -0.15372112],[ 1.3250788 -1.2950698],0.040868133306503296
273,Peter Quill,infinity_war.txt,That's my backpack.,0.0,[ 1.0694293  -0.30049998],[ 1.4122367 -1.4894475],0.04939746856689453
274,Rocket,infinity_war.txt,Go sit down.,-0.1555555555555555,[0.76501566 0.01277352],[ 1.1558648 -0.9571422],0.026143968105316162
275,Peter Quill,infinity_war.txt,"[To Thor] Look, this is my ship. And I'm not goin' to… [gropes for ""Nidavellir""] Wait, what kind of weapon are we talking about here?",0.6,[ 1.8544639 -1.046718 ],[ 1.3758987 -1.6480492],0.06754609942436218
276,Thor,infinity_war.txt,The Thanos killing kind.,0.6,[0.264737   0.44302493],[ 1.0872592 -1.307705 ],0.024013370275497437
277,Peter Quill,infinity_war.txt,Don't you think that we should all have a weapon like that?,0.0,[ 0.7403012  -0.29826143],[ 1.2551259 -1.2557818],0.04487049579620361
278,Thor,infinity_war.txt,No. You simply lack the strength to wield them. Your bodies will crumble as your minds collapse into the madness.,0.0,[ 2.0271802 -1.3320796],[ 1.1682101  -0.93111455],0.1705680787563324
279,Rocket,infinity_war.txt,Is it weird that I wanna do it even more now?,0.0,[ 1.5215948  -0.94175124],[ 1.7056442 -1.7641183],0.08282727003097534
280,Thor,infinity_war.txt,A little bit. Yeah.,-0.1875,[ 0.89650273 -0.34485844],[ 1.3294138 -1.2060851],0.08636903762817383
281,Gamora,infinity_war.txt,"If we don't go to Knowhere and Thanos retrieves another stone, he'll be too powerful to stop.",0.3,[ 1.2753665 -0.5860921],[ 1.1636897 -1.494378 ],0.03748297691345215
282,Thor,infinity_war.txt,He already is.,0.0,[0.4620524  0.21142069],[ 1.0989546 -1.1033229],0.0753616988658905
283,Rocket,infinity_war.txt,"I got it figured out. We got two ships, and a large assortment of morons. So me and Groot will go with the pirate-angel here, and the morons will go to Knowhere to try and stop Thanos. Cool? Cool.",-0.1371428571428571,[0.19841306 0.34952155],[ 0.78375816 -0.9706787 ],0.04075402021408081
284,Thor,infinity_war.txt,So cool. [Smiles a big grin.],0.175,[-0.27272722  0.78511083],[ 1.634302  -1.7845691],0.16151350736618042
285,Peter Quill,infinity_war.txt,[To Rocket] For the record… I know that you're only going with him because it's where Thanos isn't.,0.0,[ 1.1067293  -0.49857342],[ 1.5596416 -1.7974495],0.04523664712905884
286,Rocket,infinity_war.txt,"You know, you shouldn't talk that way to your captain, Quill. [As he enters the pod] Come on, Groot. Put that game down, you'll rot your brain.",-0.2777777777777778,[ 2.074363  -1.1959597],[ 1.3777522 -1.5094986],0.12475475668907166
287,Thor,infinity_war.txt,"I bid you farewell and good luck, morons. Bye.",-0.05,[ 0.9095327 -0.3516773],[ 1.3659364 -1.2019683],0.18002650141716003
288,Vision,infinity_war.txt,[Gasps and holds his hand to the Mind Stone in pain.],0.0,[ 1.583537  -0.7527991],[ 1.7708915 -1.8673036],0.05956864356994629
289,Wanda Maximoff,infinity_war.txt,Vis? Is it the stone again?,0.0,[ 2.1511035 -1.330867 ],[ 1.5071543 -1.685222 ],0.04107287526130676
290,Vision,infinity_war.txt,It's as if it's speaking to me.,0.0,[ 0.94254917 -0.06500372],[ 1.5516585 -1.456535 ],0.08457663655281067
291,Wanda Maximoff,infinity_war.txt,What does it say?,0.0,[ 1.973803  -1.1243967],[ 1.492204  -1.4809887],0.02416810393333435
292,Vision,infinity_war.txt,I don't... I don't know. But something...,0.0,[ 2.0994794 -1.2841917],[ 1.7841233 -1.8192534],0.040737420320510864
293,Vision,infinity_war.txt,Tell me what you feel.,0.0,[ 1.2850819 -0.3012981],[ 1.9847087 -1.7718965],0.14300188422203064
294,Wanda Maximoff,infinity_war.txt,I just feel you.,0.0,[ 0.980582   -0.13010737],[ 1.6852075 -1.4709193],0.16954490542411804
295,Wanda Maximoff,infinity_war.txt,So there's a 10 AM to Glasgow to give us more time together before you went back.,0.25,[0.35832646 0.15724632],[ 1.9041542 -1.817993 ],0.04145050048828125
296,Vision,infinity_war.txt,What if I miss that train?,0.0,[ 2.01628   -1.2133348],[ 1.7492931 -1.6494542],0.03287631273269653
297,Wanda Maximoff,infinity_war.txt,There is an 11.,0.0,[ 1.2404956 -0.3723069],[ 1.179899  -1.1506014],0.02703857421875
298,Vision,infinity_war.txt,"What if I missed all the trains? What if this time, I didn't go back?",0.0,[ 1.5525761 -1.0167087],[ 2.0687523 -1.9945837],0.023024827241897583
299,Wanda Maximoff,infinity_war.txt,You gave Stark your word.,-0.2,[0.7318585  0.00994969],[ 1.4813238 -1.498252 ],0.1519334316253662
300,Vision,infinity_war.txt,I'd rather give it to you.,0.0,[ 1.3586745 -0.568372 ],[ 1.1332059 -1.1274815],0.17751969397068024
301,Wanda Maximoff,infinity_war.txt,"There are people who are expecting me too, you know. We both made promises.",0.0,[ 0.9491258 -0.2709622],[ 1.989796  -1.9436101],0.1276043951511383
302,Vision,infinity_war.txt,"Not to each other. [He puts his hands on her shoulders] Wanda… for two years, we've stolen these moments, trying to see if this could work. And... I don't know. [Stammers] You know what, I'm just gonna speak for myself -- I, I... I think...",-0.125,[ 1.8307776 -0.9287016],[ 2.043538  -2.0228171],0.17112533748149872
303,Wanda Maximoff,infinity_war.txt,It works.,0.0,[-0.85211545  1.3181335 ],[ 1.1656724 -1.1084437],0.02566489577293396
304,Vision,infinity_war.txt,It works.,0.0,[-0.85211545  1.3181335 ],[ 1.1656724 -1.1084437],0.02566489577293396
305,Vision,infinity_war.txt,Then stay. Stay with me.,0.0,[ 1.6736223  -0.93414986],[ 1.232104  -1.3097985],0.17591115832328796
306,Vision,infinity_war.txt,[Suddenly very uncertain] Or not. If I'm overstepping…,0.2,[ 2.067687  -1.4415039],[ 1.7809784 -1.916895 ],0.025625377893447876
307,Wanda Maximoff,infinity_war.txt,[Fearful] What are they?,-0.9,[ 2.0699341 -1.2907537],[ 1.3882214 -1.5392647],0.043960511684417725
308,Vision,infinity_war.txt,What the stone was warning me about. [He kisses her hand] I have to go.,0.0,[ 1.7150418 -0.9807935],[ 1.5193136 -1.6377331],0.1735164225101471
309,Wanda Maximoff,infinity_war.txt,"No, Vision. Vision, if that's true… then maybe going isn't the best idea.",1.0,[ 1.4746022 -1.0239686],[ 1.8862104 -1.8372293],0.021419674158096313
310,Vision,infinity_war.txt,"Wanda, I… [Corvus Glaive appears suddenly behind Vision, stabbing him through the back. Vision screams, loses his glamour to return to his green, red and gold appearance, and is thrown down into the street.]",-0.2365079365079365,[ 1.7308699 -0.9138679],[ 1.416536  -1.6638228],0.13831502199172974
311,Wanda Maximoff,infinity_war.txt,"Vision! [She circles her hands, gathering up energy for a counterattack when Proxima Midnight blasts her from behind, knocking the Scarlet Witch across the street and through a bistro's window.]",-0.4,[ 1.3784482  -0.56858236],[ 0.7094332 -0.7664987],0.030857831239700317
312,Vision,infinity_war.txt,The blade. It stopped me from phasing.,0.0,[ 1.3398982  -0.53805536],[ 1.4971544 -1.5207694],0.07049974799156189
313,Wanda Maximoff,infinity_war.txt,Is that even possible?,0.0,[ 1.8776326 -1.111653 ],[ 1.2724385 -1.2180697],0.028327643871307373
314,Vision,infinity_war.txt,"It isn't supposed to be. [His voice distorts electronically] My systems are failing. [The Scarlet Witch gestures over his gaping wound, using her magic to knit him back together. Vision continues in a gasping, wry tone] I'm beginning to think... we should have stayed in bed.",0.25,[ 1.8344972 -1.1612084],[ 1.4296005 -1.4793172],0.17205682396888733
