Name,Line,Sentiment,Irony,Hate
RUSTY (V.O.),"Okay.
                         (beat)
                  Not so bad you'd notice.

     As a FBI Man reaches to adjust a monitor...",-0.0999999999999999,[-0.07839735  0.27045503],[ 1.8573304 -1.8505653]
LIVINGSTON,"D-don't, don't-don't... touch... it.",0.0,[ 1.6573992 -1.3025087],[ 1.3677607 -1.3757699]
LIVINGSTON,"Do you see me pulling the gun out
                  of your holster and firing it?",0.0,[ 0.7111141  -0.39532056],[ 1.3177296 -1.4369366]
RUSTY,"(next item on his
                          list)
                  Munitions.",0.0,[-0.26421598  0.5811397 ],[ 1.7961549 -1.8615372]
DANNY,Phil Turentine.,0.0,[ 1.1013379 -0.4237719],[ 1.342206  -1.3662676]
RUSTY,Dead.,-0.2,[0.4510798  0.20439374],[ 0.9049592 -0.8374256]
DANNY,No shit?   On the job?,0.1,[-1.0580666  1.1258708],[ 1.9036189 -1.7557558]
RUSTY,Sun cancer.,0.0,[-0.16243692  0.7611085 ],[ 0.9692526 -0.9737169]
DANNY,You send flowers?,0.0,[ 0.6527538  -0.19082108],[ 1.7081258 -1.8138407]
RUSTY,Dated his wife a while.,0.0,[0.31292677 0.33257756],[ 1.1435076 -1.1721032]
DANNY,"(onto next candidate)
                  Basher...",0.0,[0.0515478  0.32341018],[ 1.8278089 -1.9260107]
RUSTY,"(checks his watch)
                  We may be too late.",-0.3,[0.35671085 0.0003695 ],[ 1.8138503 -1.8077465]
BASHER,"Sweet...

     BANG! Wood shards and SPLINTERS of GLASS fly all around;
     Basher merely ducks his head and whistles. As the dust
     settles, three men move quickly past Basher and into
     (what the settling fog now reveals to be) a dynamited
     bank vault. ALARMS begin to sound: this is bad news.",0.03125,[0.113703  0.2539622],[ 1.252304  -1.4576195]
BASHER,"(to the rest of his
                          gang, his temper
                          flaring)
                  You know, you guys had one job to
                  do.",0.0,[-0.04977992  0.3692111 ],[ 1.5327382 -1.5712221]
BASHER,"Are you accusing me of booby-
                  trapping?",0.0,[0.11201733 0.00282741],[ 1.7282976 -1.830851 ]
RUSTY,"Isn't that right, Basher?",0.2857142857142857,[ 1.3542074  -0.53766876],[ 1.3576833 -1.3546888]
BASHER,That's right.,0.2857142857142857,[-0.23288932  0.8131504 ],[ 1.0282716  -0.92415416]
RUSTY,"(flashing badge,
                          briefly)
                  Peck, A.T.F. Let me venture a
                  guess. A simple G4 mainliner,
                  double-coil, backwound, quick
                  fuse with a drag under 20 feet.
                         (off Cop's reaction)
                  That's our man. Tell me something
                  else. Have you checked him for
                  booby traps on his person? I mean
                  really checked, not just for
                  weapons...

     The Cop looks bewildered. Rusty steps forward, yanks
     Basher onto his feet, spins him around. He moves his
     hands up and down Basher's legs, around his waist, under
     his arms.",-0.0049603174603174,[ 1.7346658 -1.2643892],[ 1.6256648 -1.8740102]
RUSTY,"Will you go find Griggs and tell
                  him I need to see him?",0.0,[ 0.76420933 -0.4599422 ],[ 1.8308827 -1.9161751]
RUSTY,"(loud)
                  Just go find him, will you?
                         (as Cop stalks off;
                          under his breath)
                  How fast can you put something
                  together with what I passed you?",0.15,[ 1.0939215  -0.85270745],[ 1.5930961 -1.8036577]
BASHER,Done.   Thirty seconds all right?,0.2857142857142857,[-0.8310369  1.3091732],[ 1.7520715 -1.593434 ]
RUSTY,From when?,0.0,[ 1.6738943 -0.7487965],[ 1.4486741 -1.4096996]
BASHER,"(as we hear something
                           SNAP from behind his
                           back)
                  Now.",-0.2,[0.14597882 0.24958655],[ 1.5815724 -1.5931005]
RUSTY,Ten seconds?,0.0,[ 1.0981731  -0.22772399],[ 1.5269524 -1.398527 ]
BASHER,Not quite.   Is Danny here?,0.0,[ 0.7120262  -0.16941747],[ 2.0211158 -2.0697978]
RUSTY,Around the corner.,0.0,[0.49882394 0.04899106],[ 1.1696889 -1.1266094]
BASHER,"Be good working with professionals
                  again.
                         (beat)
                  Okay: go.

     And they both start running.",0.6,[-0.801476   0.8674786],[ 1.5095595 -1.4559398]
RUSTY,"Everyone down! Get down!      There's
                  a bomb in the...

     And behind them the SQUAD CAR ERUPTS with a BANG! A
     collective SCREAM rises from the crowd, everyone ducks,
     cops hit the ground and cover their heads. Rusty and
     Basher move briskly past them, dodging their splayed legs
     like tires on an obstacle course. By the time the
     Explosives Cop thinks to look around for Basher, they've
     both disappeared.",-0.2847222222222222,[0.11002824 0.07546427],[ 1.2334093 -1.3816448]
DANNY,So he can walk on a rope.,0.0,[-0.7122219  1.1687633],[ 1.1027774 -1.1381153]
RUSTY,More than that.,0.5,[ 0.7978974 -0.0202315],[ 1.1336969 -1.0592684]
DANNY,"So he can juggle. We need a
               grease man, not an acrobat. Who
               else is on the list?",0.0,[0.33053505 0.10134464],[ 1.2483634 -1.33971  ]
RUSTY,He is the list.,0.0,[ 0.88854605 -0.12157018],[ 1.2578125 -1.2497767]
DANNY,Who else?,0.0,[ 2.105698   -0.99241936],[ 1.4032546 -1.3823274]
RUSTY,"Watch.

     Halfway across the wire, the funambulist sits. And very
     slowly, but without hesitation, he contorts himself into
     a ball, never losing his balance. Even Danny is
     impressed.",0.3049999999999999,[ 0.45168537 -0.13053316],[ 1.6365899 -1.6646689]
RUSTY,There's your grease man.,0.0,[0.29431945 0.37891483],[ 1.2300993 -1.2472012]
DANNY,We need Saul.,0.0,[0.48370293 0.22466663],[ 1.2539616 -1.2852244]
RUSTY,"He won't come. He swore off the
                  game a year ago.",-0.4,[ 0.47876534 -0.10032538],[ 1.5210358 -1.4965446]
DANNY,He get religion?,0.0,[ 1.2556237  -0.53756005],[ 1.2535146 -1.1887904]
RUSTY,Ulcers.,0.0,[-0.18697265  0.72586524],[ 0.90550464 -0.916821  ]
DANNY,"You can ask him.

     Rusty stops, stares at Danny, sighs.",0.0,[0.13642615 0.12476476],[ 1.851202  -1.7587821]
RUSTY,I can ask.,0.0,[ 1.1605977  -0.42550677],[ 1.3772973 -1.231105 ]
SAUL,"I saw you in the paddock before
                  the second race, outside the men's
                  room, when I placed my bet. I saw
                  you before you even got up this
                  morning.",0.0,[ 0.6249054  -0.36995056],[ 1.737569  -1.7184676]
RUSTY,"How ya been, Saul?",0.0,[ 2.1432748 -1.143798 ],[ 1.7751476 -1.9158345]
SAUL,Never better.,-0.25,[-0.10631989  0.71569026],[ 1.1151161 -1.0484935]
RUSTY,What's with the orange?,0.0,[ 2.0526388 -1.2263308],[ 1.3369197 -1.424102 ]
SAUL,My doctor says I need vitamins.,0.0,[-0.32000372  0.6706084 ],[ 1.6905493 -1.6587695]
RUSTY,"So why don't you take vitamins?

     For the first time, Saul cranes his neck and shoots a
     look up at Rusty.",0.25,[-0.8435771  0.9643914],[ 1.5575913 -1.7040231]
SAUL,"You come here to give me a
                  physical?",0.0,[ 0.35251158 -0.00568849],[ 1.4227742 -1.6039786]
RUSTY,I got a box seat. Come on.,0.0,[ 2.0057268  -0.99346244],[ 1.2142004 -1.0861441]
RUSTY,"I thought you drank bloody Mary's
                  at the track, Saul.",-0.8,[-0.83032876  0.8259933 ],[ 1.6106294 -1.6251702]
SAUL,A man shouldn't drink on the job.,0.0,[0.2524588  0.06196681],[ 1.3258939 -1.1049294]
RUSTY,"(re: race)
                  Who we rooting for here?",0.0,[ 1.0147988 -0.6162442],[ 1.8087375 -1.9270004]
SAUL,"Number four.

     There's the BELL; the electronic rabbit is released and
     the dogs break out of the gate. From this point on
     Saul's eyes never leave the race.",0.0,[ 0.532373   -0.17729431],[ 1.0234782 -1.1066972]
SAUL,"You gonna ask me? Or should I
                  just say no and get it over with?",0.0,[ 1.6728026 -0.9691535],[ 1.6008575 -1.6138216]
RUSTY,"Saul, you're the best there is.
                  You're in Cooperstown. What do
                  you want?",1.0,[ 1.1009829 -0.7479761],[ 2.0727475 -2.1029544]
SAUL,"Nothin'. I got a duplex now, I
                  got wall-to-wall and a goldfish,
                  I'm seeing a nice lady, she works
                  the unmentionables counter at
                  Macy's. I've changed.",0.6,[ 0.21948333 -0.09300847],[ 1.4477695 -1.3842808]
RUSTY,"Guys like us don't change, Saul.
                  We stay sharp or we get sloppy,
                  but we don't change.",-0.2708333333333333,[0.06102081 0.3125007 ],[ 1.6686503 -1.7433261]
SAUL,Quit connin' me.,0.0,[ 0.7729456  -0.03330738],[ 1.3952047 -1.4127403]
RUSTY,"That your hound way in the back
                  there?",0.0,[ 0.52726644 -0.19270551],[ 1.6168613 -1.6744508]
SAUL,"He breaks late. Everyone knows
                  this.

     On the track: The dogs are now coming around the back
     stretch, and the crowd on the bleachers rises, cheering.",-0.15,[-0.00057627  0.3512628 ],[ 1.7367865 -1.6519412]
SAUL,"You gonna treat me like a grownup
                  at least? Tell me what the scam
                  is?

     Under the noise: Rusty leans in and whispers in Saul's
     ear. Saul's eyes widen, then glaze over as all around
     him people are standing and shouting.

     Rusty places an envelope in Saul's lap, then gets up and
     walks out as, on the track, the #4 dog crosses the finish
     line... last by several lengths.

     Saul considers his options. In one hand: a fan of
     losing tickets. In the other (courtesy of Rusty): a
     ticket to Las Vegas.",-0.10625,[ 1.0957903 -0.774274 ],[ 1.6289595 -1.7490875]
DANNY (V.O.),And Saul makes ten.,0.0,[0.5192794  0.03542281],[ 1.184913  -1.1939456]
DANNY,"Ten should do it, don't you think?
                         (as Rusty shrugs)
                  You think we need one more?
                         (as Rusty shrugs)
                  You think we need one more.
                         (as Rusty shrugs)
                  Okay. We'll get one more.",0.4,[0.11502682 0.2017596 ],[ 1.3155442 -1.5298108]
LINUS,Sorry 'bout that.,-0.5,[0.558198  0.1699397],[ 1.1762835 -1.0601172]
DANNY,"Hi, Linus.   Sit down.",-0.1555555555555555,[-1.1226864  1.3648133],[ 1.6107488 -1.6553974]
LINUS,Who are you?,0.0,[ 2.1991386 -1.200857 ],[ 1.411707  -1.4302005]
DANNY,"A friend of Bobby Caldwell's.   Sit
                  down.

     Linus balks, prideful, but sense finds a way, and he
     sits.",-0.1555555555555555,[ 0.8001083 -0.4604067],[ 2.0339608 -2.1315286]
DANNY,"Bobby told me about you. Said you
                  were the best set of hands he ever
                  saw. Didn't expect to find you
                  working wallets on the subway.",1.0,[0.10115719 0.06397933],[ 1.9679912 -2.0477197]
LINUS,"That wasn't work, that was
                  practice.

     Danny reaches into his jacket and sets a plane ticket on
     the table. He keeps his hand over it.",0.0,[ 0.44448912 -0.09155104],[ 1.7887951 -1.7577125]
DANNY,"You're either in or out, right
                  now.",0.2857142857142857,[ 0.7268414  -0.33427218],[ 1.7086437 -1.7099335]
LINUS,What is it?,0.0,[ 2.317799  -1.2638294],[ 1.3920496 -1.3458811]
DANNY,A plane ticket. A job offer.,0.0,[ 0.92064434 -0.40734586],[ 1.5735203 -1.4299244]
LINUS,"You're pretty trusting pretty
                  fast.",0.2333333333333333,[-0.5039577  0.7223068],[ 1.4066325 -1.4675789]
DANNY,Bobby has every faith in you.,0.0,[-0.08880158  0.48386   ],[ 1.611907  -1.6787566]
LINUS,"Fathers are like that.
                         (off Danny's reaction)
                  He didn't tell you?
                         (as Danny shakes
                          his head)
                  He doesn't like me trading on his
                  name.",0.0,[ 0.43438333 -0.12017804],[ 1.6207786 -1.6618624]
DANNY,"You do this job, he'll be trading
                  on yours.",0.0,[-0.06038804  0.13196984],[ 1.4477973 -1.53253  ]
LINUS,What if I say no?,0.0,[ 2.0825691 -1.2966493],[ 1.7206686 -1.6263125]
DANNY,"We'll get someone else who won't
                  be quite as good. You can go back
                  to feeling up stockbrokers.

     Linus considers. He looks down at the ticket, then at
     the wallet. It's one or the other.

     A waitress passes, and Danny signals her for his bill.
     When his attention returns to Linus, the wallet
     remains... but the ticket beneath his hand is gone.
     Linus is reading it.",0.1048611111111111,[ 1.1630356 -0.915725 ],[ 1.7110635 -1.8131703]
DANNY,"That's the best lift I've seen you
                  make yet.",1.0,[-0.66370493  0.8738766 ],[ 1.4011809 -1.298971 ]
LINUS,"Las Vegas, huh?",0.0,[ 0.8679051  -0.19035125],[ 1.8056523 -1.6344551]
DANNY,"America's playground.

     And our MAIN THEME KICKS IN as we...",0.1666666666666666,[-1.1718882  1.283681 ],[ 1.1614136 -1.2647341]
LIVINGSTON,"Trick or treat.

     ... Livingston, Basher, Yen, the Malloys, Saul and Linus
     crowding his doormat. A taxi-van pulls away behind them.",-0.4,[ 0.70873064 -0.3923358 ],[ 1.6796476 -1.7086194]
TISHKOFF,"What, you guys get a group rate or
                  something?",0.0,[ 0.31438988 -0.02370843],[ 1.8733805 -1.9507542]
TURK,"You make it out to Utah much,
                  Saul?",0.2,[-0.7566963  0.9555222],[ 1.5521995 -1.6070462]
SAUL,"(last man you'd see
                          in the Tabernacle)
                  Not as much as I'd like.",0.1,[ 0.8438768 -0.4143909],[ 1.5999426 -1.6985902]
TURK,"You should.   You'd like it.   You'd
                  like Provo.",0.0,[-0.3006252   0.28259924],[ 1.8514057 -1.7399043]
VIRGIL,"(scarfing a jumbo
                          shrimp)
                  Anybody see the salsa goes with
                  this?

     At the wet bar, Basher mixes a drink for Livingston; on a
     couch, Yen balances coffee-table ornaments into a
     skyscraper, to Frank's astonishment. In a corner, off on
     his own, Linus watches the company, his eyes narrowing,
     wary. Until...",0.0,[ 1.2412223  -0.88252103],[ 1.7102622 -1.8469262]
DANNY,"Everybody eaten? Good. Everybody
                  sober? Close enough. Most of you
                  know each other already. You
                  probably haven't met Linus
                  Caldwell before, he's Bobby's kid
                  outta Chicago.

     Linus trades nods around the room.",0.2349999999999999,[ 1.2571234 -0.9566106],[ 1.8307842 -1.9664434]
DANNY,"Okay. Before we start, nobody's
                  on the line here yet. What I'm
                  about to propose to you happens to
                  be both highly lucrative and
                  highly dangerous. If that doesn't
                  sound like your particular brand
                  of vodka, help yourself to as
                  much food as you like and safe
                  journey. No hard feelings.
                         (pauses, soberly)
                  Otherwise, come with me.

     He turns and walks out of the living room, into another.
     Rusty is close behind; he turns briefly, casts an eye
     over the assembled and keeps going. The guys look each
     other over, sizing things up.",0.0872916666666666,[ 1.4509552 -1.1761123],[ 1.679333 -1.844201]
BASHER,"What the hell.

     And he follows, along with Frank and Livingston. Then
     Virgil, Turk and Yen. Then Saul. That leaves Linus,
     watching the line of men disappear. He turns to find
     Tishkoff by his side, staring at him.",0.0,[ 0.49055958 -0.0230912 ],[ 1.4791129 -1.7516347]
LINUS,Hi.,0.0,[0.09959378 0.5184144 ],[ 1.0330917 -1.003076 ]
TISHKOFF,"You're Bobby Caldwell's kid, huh?",0.0,[0.06247328 0.40438142],[ 1.620938  -1.6195933]
LINUS,Yeah.,0.0,[-0.0112833  0.4965879],[ 0.8073447 -0.7215428]
TISHKOFF,From Chicago?,0.0,[ 1.3201123 -0.6333111],[ 1.8053113 -1.7516941]
LINUS,Yeah.,0.0,[-0.0112833  0.4965879],[ 0.8073447 -0.7215428]
TISHKOFF,It's nice there. You like it?,0.6,[ 1.9918425 -1.2073675],[ 1.5876787 -1.6688882]
LINUS,Yeah.,0.0,[-0.0112833  0.4965879],[ 0.8073447 -0.7215428]
TISHKOFF,"That's wonderful. Get in the
                  goddamn room.",1.0,[-1.341715   1.5523599],[ 0.9514705  -0.96523166]
DANNY,"Gentlemen: the 14000 block of Las
                  Vegas Boulevard. Otherwise known
                  as the Bellagio, the Mirage,
                  the M.G.M. Grand. Together,
                  they're the three most profitable
                  casinos in Las Vegas...",0.5,[-0.00639965  0.11944521],[ 1.719438  -1.7554017]
DANNY,"Gentlemen: the Bellagio vault.
                  Located below the Strip, beneath
                  two hundred feet of solid earth.
                  It safeguards every dime that
                  comes through each of the three
                  casinos above it.
                         (beat)
                  And we're going to rob it.

     Everyone takes a breath, awed.",0.0,[ 1.0802022 -0.7363169],[ 1.3848451 -1.699071 ]
LINUS,"Smash-and-grab job, huh?",0.0,[-0.819417   1.0066916],[ 1.5648872 -1.3734456]
RUSTY,"It's a little more complicated
                  than that.

     Danny picks up a remote control and flips on a panel of
     Tvs.",-0.071875,[0.13946469 0.13784051],[ 1.8810309 -1.8834957]
DANNY,"Courtesy of Frank Catton, new
                  blackjack dealer at the Bellagio,
                  security tapes from the three
                  casinos.

     On the monitors: three montages of black-and-white
     security tapes, starting within the three casinos' cages,
     moving into the tunnels, then (as the TVs unite in their
     images) pushing into the elevator and eventually the
     vault.

     As the group's glances shoot back and forth from the TV
     to the corresponding section of the model, i.e. from a
     POV of the tunnel to the miniature tunnel itself...",0.0454545454545454,[ 0.97083217 -0.6605568 ],[ 1.9922065 -2.0764198]
DANNY,"Okay.    Bad news first. This place
                  houses   a security system which
                  rivals   most nuclear missile silos.
                  First:    we have to get within the
                  casino   cages --",0.16,[-0.43022782  0.5852921 ],[ 1.0976347 -1.2167192]
RUSTY,"(indicating)
                  -- here, here, and here --",0.0,[0.1682552  0.11475673],[ 1.6516637 -1.7700874]
DANNY,"-- which anyone knows takes more
                  than a smile. Next: through
                  these doors, each of which
                  requires a different six-digit
                  code changed every twelve hours.
                  Past those lies the elevator, and
                  this is where it gets tricky: the
                  elevator won't move without
                  authorized fingerprint
                  identifications --",0.11,[ 1.1911445 -0.898636 ],[ 1.6091303 -1.6847017]
RUSTY,-- which we can't fake --,-0.5,[ 0.39685324 -0.06395821],[ 1.58335  -1.550868]
DANNY,"-- and vocal confirmations from
                  both the security center within
                  the Bellagio and the vault below - -",-0.1,[-0.71804464  0.78788465],[ 1.9968549 -2.0567734]
RUSTY,-- which we won't get.,0.0,[ 0.6689931  -0.09471247],[ 1.3359636 -1.2522259]
DANNY,"Furthermore, the elevator shaft is
                  rigged with motion detectors --",0.0,[-1.3328991  1.2623248],[ 1.5179943 -1.5861455]
RUSTY,"-- meaning if we manually override
                  the lift, the shaft's exit will
                  lock down automatically and we'll
                  be trapped.",-0.1777777777777778,[-0.2204464   0.25223753],[ 1.6300617 -1.6998025]
DANNY,"Once we've gotten down the shaft,
                  though, then it's a walk in the
                  park: just three more guards with
                  Uzis and predilections toward not
                  being robbed, and the most
                  elaborate vault door conceived by
                  man. Any questions?",0.3361111111111111,[ 0.7397721 -0.5361482],[ 1.5361301 -1.6995376]
RUSTY,"(in response)
                  No. Tunneling is out. There are
                  Richter scales monitoring the
                  ground for one hundred yards in
                  every direction. If a groundhog
                  tried to nest there, they'd know
                  about it. Anyone else?

     Another silence. Either the guys are too dumbfounded by
     that bilingual exchange or too numbed by the task ahead
     of them to speak.",0.0,[ 1.5565661 -1.0702976],[ 1.4319458 -1.4848154]
TURK,"You said something about good
                  news...",0.7,[-1.4549481  1.6102891],[ 1.8492006 -1.9277102]
DANNY,"(smiles, happy
                          someone asked)
                  The Nevada Gaming Commission
                  stipulates: a casino must hold in
                  reserve enough cash to cover every
                  chip at play on its floor. As I
                  mentioned, this vault services
                  each of the three casinos above
                  it. That means: during the week,
                  by law, it must hold anywhere from
                  sixty to seventy million dollars
                  in cash and coin. On a weekend,
                  between eighty and ninety million.
                  On a fight night, like the one two
                  weeks from tonight, the night
                  we're going to rob it, at least a
                  hundred and fifty million. Without
                  breaking a sweat.
                         (gazing about room)
                  Now there are eleven of us. Each
                  with an equal share. You do the
                  math.

     MOVING AROUND the table ON ten faces, as everyone does
     precisely that, in their heads, except for Virgil who
     does it on his fingers. He whistles.",0.1285714285714286,[ 1.4145395 -1.1049621],[ 1.5868908 -1.8485192]
RUSTY,That's what I said.,0.0,[ 0.7614709  -0.04293588],[ 1.3963867 -1.2897934]
SAUL,"I have a question.
                          (as Danny turns
                           to him)
                  Say we do get into the cage, and
                  through the security doors there,
                  and down the elevator we can't
                  move, and past the guards with
                  guns, and into the vault we can't
                  open...",-0.1351851851851851,[ 1.5014833 -1.1778606],[ 1.5767609 -1.7724081]
RUSTY,Without being seen by the cameras.,0.0,[0.00301782 0.5373682 ],[ 1.5047678 -1.4048648]
DANNY,"(off everyone's
                          astonishment)
                  Oh, right. Sorry. I forgot to
                  mention that.",-0.1071428571428571,[-0.2782002  0.5837376],[ 1.8227127 -1.8589226]
SAUL,"Say we do all that. We're just
                  supposed to walk outta there with
                  a hundred million dollars in cash
                  on us without getting stopped?

     Danny smiles, his broad, sure-of-himself grin, the one
     Rusty couldn't deny earlier and these guys won't deny
     now.",0.03125,[-0.16778202  0.33090052],[ 1.5080733 -1.5839294]
DANNY,"Yeah.

     Saul looks panic-stricken; like that, his ulcer has
     flared up, and he pops a Rolaid in his mouth.",0.0,[-0.5925459  0.7765771],[ 1.7158362 -1.7996787]
DANNY,Alright.   Here's how we'll begin.,0.0,[-1.3232604  1.5190729],[ 1.5092021 -1.4090124]
DANNY (V.O.),"First task: reconnaissance. I
                  want to know everything that's
                  going on in all three casinos.
                  From the rotation of the dealers
                  to the path of every cash cart...",0.25,[ 0.6996859 -0.4968111],[ 2.0113244 -2.1229625]
DANNY (V.O.),"I wanna know everything about
                  every guard, every watcher, anyone
                  with a security pass. I wanna
                  know where they're from, what
                  their nicknames are, how they take
                  their coffee...",0.0,[ 0.4684508 -0.2074573],[ 1.6466717 -1.7911309]
DANNY (V.O.),"Most of all, I want you guys to
                  know these casinos. They were
                  built as labyrinths, to keep
                  people in. I want you guys to
                  know the quick routes out.

     Their job done, the Malloys start toward the casino's
     exit... in different directions. They begin to argue:
     The exit's that way -- no, it's that way.",0.2777777777777777,[ 0.4602244  -0.20627186],[ 1.1109923 -1.2447652]
DANNY (V.O.),"Second task: power. On the night
               of the fight, we're gonna throw
               the switch on sin city. Basher,
               it's your show.

     Basher drops into the hole, pulling the cover over him,
     as we PULL UP OVER the Bellagio and...",0.0,[ 1.0396873 -0.5405848],[ 1.6382996 -1.8335572]
DANNY (V.O.),"Third task: surveillance. Casino
               security has an eye and ear on
               everything, so we'll want an eye
               and ear on them. Livingston...",0.0,[-0.22946991  0.32008833],[ 1.437189  -1.5283068]
LIVINGSTON,"Well, it's not the least
               accessible system I've seen, but
               it's close. I don't suppose they
               have a closed-circuit feed I could
               tap into?",0.0375,[ 1.0982248 -0.8283372],[ 1.7001528 -1.7435117]
LIVINGSTON,"Then this is definitely a black
                  bag job. Do they employ an in-
                  house technician?

     Danny looks to Rusty who, behind them, tampers with
     Livingston's audio-video setup: several portable
     monitors, a laptop and modem, telephone headset, etc.",-0.1888888888888888,[ 0.32628274 -0.09240609],[ 1.8127017 -1.6998252]
RUSTY,"Two.   And one of them is lonely.

     DANCE MUSIC overwhelms the SOUNDTRACK...",-0.0999999999999999,[-0.42052582  0.7878357 ],[ 2.0587177 -1.8429092]
RUSTY,"Thanks, Charmaine. I'll have it
                  back within the hour.
                         (as he goes)
                  Say hello to your mom for me.",0.1,[-0.03981008  0.2463927 ],[ 1.7467662 -1.7440528]
VIRGIL,"Who you calling 'bud,' pal?",0.0,[ 1.9006625  -0.99198544],[ 1.6953918 -1.8806943]
VIRGIL,"Who you calling 'friend'...
                      (can't think of
                       another)
               ... bud...

     And with the Sentry out of position...

     ... Livingston (dressed now in a technician's uniform,
     don't worry about how he got it) goes quickly to the door
     and swipes the newly-acquired keycard and when it flashes
     red-to-green, he enters...",0.3333333333333333,[ 1.2796125  -0.91285187],[ 1.8347048 -2.0723364]
VIRGIL,"You hear about this new medical
               discovery they made? It's called
               a 'sense of direction.'
               Apparently we're all supposed to
               have one...",0.0621212121212121,[-1.1415666  1.1639749],[ 1.9136938 -2.1037605]
TURK,"Yeah yeah yeah, whatever, balloon
               boy.",0.0,[-0.954902  1.025545],[ 1.636485  -1.6342252]
DANNY,"Why do they paint hallways that
               color?",0.0,[0.01246515 0.23986652],[ 1.5226288 -1.5406436]
RUSTY,They say taupe is very soothing.,0.2,[-1.0797048  1.2662984],[ 1.9198121 -1.8689072]
DANNY,Uh-oh.,0.0,[0.35072523 0.16240123],[ 1.1827317 -1.1009059]
LIVINGSTON,"Fine, thanks.

     Livingston continues on, and maybe for a second he thinks
     he's in the clear, especially when he sees the exit
     looming ahead, but then Fat turns behind him and hails
     him back...",0.0452380952380952,[0.11800949 0.04523628],[ 1.8444684 -2.0126576]
VIRGIL,Hey... get your own balloons.,0.6,[0.08775595 0.27541986],[ 1.5238072 -1.5448748]
LIVINGSTON,"Thanks.

     And he's out.",0.2,[-1.7964387  1.9177908],[ 1.7971033 -1.7654396]
DANNY,Well...,0.0,[0.13232414 0.38027796],[ 1.393544 -1.282022]
RUSTY,Yeah...,0.0,[-0.02442063  0.555547  ],[ 1.2205447 -1.1480573]
DANNY,Fourth task:    construction...,0.0,[-0.0939451   0.38829288],[ 2.0610762 -1.9493517]
DANNY (V.O.),"We need to build an exact, working
                  replica of the Bellagio vault.",0.25,[-0.67045027  0.84186286],[ 1.8252523 -1.8865277]
RUSTY (V.O.),For practice.,0.0,[-0.01131435  0.6291847 ],[ 1.2379317 -1.1532556]
DANNY (V.O.),"Something like that.

     As Linus hauls in materials, Danny takes him aside.",0.0,[-1.1994364  1.231732 ],[ 1.6624867 -1.8025109]
DANNY,"Fifth task: intelligence. We
                  need those codes, Linus. From the
                  only man who has all three.",0.0,[ 0.604369  -0.3399091],[ 1.5812573 -1.7803572]
LINUS,Benedict.,0.0,[ 0.83719987 -0.03709789],[ 1.2646645 -1.3065888]
DANNY,"Learn to love his shadow.
                         (back to the team)
                  Sixth task: transport...",0.25,[ 0.33908916 -0.03297423],[ 1.9499983 -2.072429 ]
LINUS,"(young and eager)
                  Wait, wait, wait. All I get to do
                  is watch him?",0.1,[ 0.34881896 -0.06361388],[ 1.8985916 -1.9472474]
DANNY,"For now. You gotta walk before
                  you crawl.",0.0,[ 1.0805029  -0.49283287],[ 1.4056307 -1.4734164]
RUSTY,"(to Linus, correcting Danny)
                  Reverse that.",0.0,[-0.15875654  0.5727316 ],[ 1.6887792 -1.7401445]
DANNY,"(toward the Malloys)
                  Sixth task: transport...",0.0,[0.06998756 0.04848828],[ 1.994116 -2.080232]
FRANK,"(playing a bit of
                          a dandy)
                  Oh, I understand perfectly. They
                  are beautiful vans. Well, I thank
                  you for your time, Mister...?",0.925,[-0.5483811  0.7136103],[ 1.7127119 -1.6958652]
FRANK,"Yes, Denham, like a jean.
                         (they shake)
                  You know: you have lovely hands
                  -- do you moisturize?",0.5,[ 0.21890657 -0.00676896],[ 1.4671577 -1.7078217]
FRANK,"I swear by it. I try all sorts of
                  lotions. I went through a
                  fragrance-free period last year,
                  but now I'm liking this new brand
                  fortified with rose hip. My
                  sister, you know, she uses the
                  aloe vera with the sun screen
                  built in...",0.2454545454545454,[ 0.2018284  -0.07856221],[ 1.6471424 -1.6625286]
FRANK,"I did. You know: they say
                  cinnamon is wonderful for your
                  pores. Read that on the internet.
                  And that ideally you should be
                  wearing gloves to bed, but I find
                  that would interfere with my
                  social agenda. Problem is: I get
                  a reaction to camphor so I can't
                  use traditional remedies...",0.4833333333333333,[-0.14648837  0.20627618],[ 1.3936316 -1.5296077]
FRANK,"(big smile)
                  That would be lovely.",0.2666666666666666,[-0.56510955  0.758057  ],[ 1.5917605 -1.6350485]
DANNY,"... Power, surveillance,
                  transport...",0.0,[-0.98849183  1.1856192 ],[ 1.9417049 -1.8579757]
TISHKOFF,"Anything I can do?

     Danny's eyes flash from Tishkoff to Saul, behind him,
     dressed in his usual frumpy attire: that's what he
     missed.",-0.325,[0.05089288 0.1234882 ],[ 1.9904692 -2.067538 ]
DANNY,Get your wallet.,0.0,[ 1.0123483  -0.26469818],[ 1.0993491 -1.1605749]
SAUL,This is nice material.,0.6,[-1.4409692  1.6114196],[ 1.1128682 -1.1437578]
DANNY,"It's Armani, Saul.",0.0,[ 0.7543118 -0.2055091],[ 1.7090127 -1.6587993]
SAUL,"It's very nice.

     Saul's not fooling anyone: he's scared, right down to
     his Florsheims. Danny nods to the tailor: ""Give us a
     moment.""",0.3033862433862434,[ 0.5183812  -0.15991467],[ 1.6406096 -1.7932453]
