Name,Line,Sentiment
SEBASTIAN (CONT'D),You're nervous about what they think?,0.0
MIA,"I'm nervous to be up on a stage and
          perform in front of people. I'm
          terrified.",0.0
SEBASTIAN,"They should be so lucky to see it.
                 (then,)
          It's going to be incredible. I can't
          wait.",0.6166666666666667
MIA,"I can.

A smile. Beat.",0.3
MIA (CONT'D),What time do you leave in the morning?,0.0
MIA,Ugh.,0.0
SEBASTIAN,Yep. Boise.,0.0
MIA,Boise?,0.0
SEBASTIAN,"(nods)
          You should come.",0.0
MIA,"To Boise?
                         Revision                     56.",0.0
SEBASTIAN,"Yeah, you could knock that off your
          bucket list.

Mia laughs.",0.0
MIA,"Wish I could.

A beat.",0.0
SEBASTIAN,Why can't you?,0.0
MIA,Come to Boise?,0.0
SEBASTIAN,Yeah.,0.0
MIA,Because I have to rehearse.,0.0
SEBASTIAN,"Can't you rehearse anywhere?

She looks at him.",0.0
MIA,You mean anywhere you are?,-0.3125
SEBASTIAN,...I -- I guess...,0.0
MIA,"Well, all my stuff is here and my show's
          in a few weeks and -- I don't know, it
          doesn't seem practical...",-0.2
SEBASTIAN,"Right... I just -- we're going to have to
          do things so we can see each other. We
          never see each other.",0.011904761904761899
MIA,"I know, but when are you done?",0.0
SEBASTIAN,...What do you mean?,-0.3125
MIA,"When are you done with the tour?
                           Revision                   57.",0.0
SEBASTIAN,"But -- as soon as we're done with the
          tour we go back and record, and then we
          go back on tour.

Mia looks at him. Doesn't seem to understand.",0.0
SEBASTIAN (CONT'D),"We tour so we can make the record, and
          then we go back on tour to sell the
          record.

Beat. Mia takes this in.",0.0
MIA,So it's...the long haul?,-0.05
SEBASTIAN,...What does that mean?,-0.3125
MIA,"I mean the long haul -- like, you're
          going to be in this band for a long time.",-0.13749999999999998
SEBASTIAN,What did you think I was going to do?,0.0
MIA,"I don't know, I didn't think the band
          would --",0.0
SEBASTIAN,You didn't think we'd be successful.,0.75
MIA,"No, that's not what I meant. What I meant
          was -- this band -- you're going to be on
          the road for -- what, years now?",0.0
SEBASTIAN,"Yeah, feasibly -- I could be on the road
          for years with just this record.

Beat.",0.0
MIA,Do you like the music you're playing?,0.0
SEBASTIAN,I don't know how that matters.,0.0
MIA,"It matters if you're going to give up
          your dream to be on the road for years.
               Revision                    58.",0.0
SEBASTIAN,Do you like the music I'm playing?,0.0
MIA,"Yes. I do.
       (beat)
I just didn't think you did.",0.0
SEBASTIAN,"Yeah, well, I --",0.0
MIA,"And now I hear you're going to be on the
road for years, and I'm --",0.0
SEBASTIAN,"What are you doing? Why are you doing
this?",0.0
MIA,What do you mean why am I doing this?,-0.3125
SEBASTIAN,This is what you wanted from me.,0.0
MIA,To be in this band?,0.0
SEBASTIAN,To have a steady job.,0.16666666666666666
MIA,"Yes, I wanted you to have a job so you
could take care of yourself and start
your club.",0.0
SEBASTIAN,"So I'm doing that. So why aren't we
celebrating?",0.0
MIA,Why aren't you starting your club?,0.0
SEBASTIAN,"You said yourself no one wants to go to
that club! No one wants to go to a club
called Chicken on a Stick --",-0.04999999999999999
MIA,Change the name!,0.0
SEBASTIAN,"-- and no one likes jazz. Not even you.
                         Revision                         59.",0.0
MIA,"I do like jazz now, because of you.",0.0
SEBASTIAN,"(not listening to her)
          What am I supposed to do? Go back to
          playing ""Jingle Bells"" so I can save
          money for some Shangri-La club no one
          wants to go to?",0.1
MIA,"People will want to go to it! People love
          what other people are passionate about.",0.10833333333333334
SEBASTIAN,"Not in my experience.

A beat. Mia realizes she's getting nowhere. A moment of
quiet. Then --",0.0
SEBASTIAN (CONT'D),"Anyway -- it's time to grow up. You know?
          This is what I'm doing. If you had a
          problem, I wish you would've said
          something earlier, before I signed on the
          dotted line.",0.0
MIA,"(trying again)
          You had a dream that you were sticking
          to, that --",0.0
SEBASTIAN,This is the dream!,0.0
MIA,This is not your dream.,0.0
SEBASTIAN,"Guys like me go their whole lives and
          never do anything that's liked. I'm
          finally doing something that people
          enjoy. What is wrong with that?",0.14000000000000004
MIA,Why do you care so much about being liked,0.4
SEBASTIAN,"(finally bursting--)
          You're an actress, who are you to talk??

Silence. We suddenly realize --
                                 Revision                        60.


     -- the LP has finished. You can hear the needle scratch
     against it now -- back and forth, back and forth. Sebastian
     looks at Mia.

     A moment. Finally --",0.0
SEBASTIAN (CONT'D),"Maybe you liked me more when I was a
               failure because it made you feel better
               about yourself.

     Mia looks back at him. Can't believe he said that. Tears
     starting to well in her eyes. She tries to suppress them.",0.16904761904761906
MIA,Are you kidding?,0.0
SEBASTIAN,"No.

     They stare at each other.

     Then -- all of a sudden -- the FIRE ALARM blares.

     Sebastian turns and sees smoke billowing from the KITCHEN. A
     dish in the oven has started to burn.

     Sebastian rises, springs toward the kitchen -- then sees Mia
     grabbing her things.",-0.0625
SEBASTIAN (CONT'D),"Wait --

     But she's out the door. It slams shut, as Sebastian pulls the
     burnt apple pie from the oven.

     And on that -- WE SMASH CUT TO --",0.0
KEITH,"You good for tonight, right?

      Sebastian stops. Looks at Keith.",0.4928571428571428
SEBASTIAN,...Tonight?,0.0
KEITH,"Seven. The photo shoot.
                          (reading Sebastian's face, adding --)
                   Mojo.

      A beat. Sebastian is confused.",-0.4
SEBASTIAN,I thought that was next Thursday.,0.0
KEITH,"No. It's tonight.

      We linger on Sebastian for a moment...",0.0
SEBASTIAN,"Mia!

      She turns. Sees him. He runs to her. WRAPS his arms around --",0.0
SEBASTIAN (CONT'D),"I'm sorry --

      -- and KISSES her. The kind of kiss that might once have
      swept her off her feet. He starts to move with her...

      ...starts to DANCE -- but --",0.04999999999999999
MIA,"Stop --

      She pulls away. Steps back. Sebastian looks at her. Unmoored.",0.0
SEBASTIAN,"I'm -- I'm sorry I missed it -- and I'm
                  sorry I was a dick and I -- I promise
                  I'll make it up to you --",-0.5
MIA,"It's over.

      She doesn't say the words with any anger. Just acceptance.",-0.7
SEBASTIAN,"(a beat; then --)
                  ...What do you mean?",-0.3125
MIA,I'm done embarrassing myself.,0.0
SEBASTIAN,"You didn't embarrass yourself...
                                   Revision                     65.",0.0
MIA,"No one showed up. I can't even pay back
                 the theater.

       She says this as though just realizing it. Sebastian looks
       at her. A moment passes. He doesn't know what to say now.",0.0
MIA (CONT'D),I'm gonna go home for a while.,0.0
SEBASTIAN,...This is home.,0.0
MIA,"Not anymore.

       Sebastian is silent now. A tear in his eye. He clenches his
       jaw. Mia looks at him one more time, steps into her car, and
       drives off.

       Sebastian lingers. Doesn't move. Silence. Then, music. Soft,
       melancholy, just piano, as...",0.19999999999999998
LAURA,You remember the McKenzies?,0.0
SEBASTIAN,"Oh God, I didn't see them.",0.0
LAURA,"Yeah. They kept going, ""oh Sebastian's so
                handsome"".

      Sebastian smiles. Then --",0.5
SEBASTIAN,"You look beautiful.
                       (beat)
                I hope it was ok. I haven't played in a while.",0.675
LAURA,"You were great
                       (pause)
                You're always great when you play.

      Sebastian is silent. Then --",0.5333333333333333
SEBASTIAN,Yes ma'am.,0.0
LAURA,I'm not gonna be hovering anymore.,0.0
SEBASTIAN,...You still think New York?,0.13636363636363635
LAURA,"I think so. Maybe Boston. I don't know,
                it's exciting...

      Sebastian smiles again. Some calls from the distance --
                                  Revision                     67.",0.3
SEBASTIAN,What...?,0.0
SEBASTIAN,Wrong number.,-0.5
SEBASTIAN,"Yeah, well...not anymore.",0.0
SEBASTIAN,I won't.,0.0
SEBASTIAN,"""Casting""...?
                                  Revision                      68.",0.0
MIA,I'm ok.,0.5
MIA,"I'm good...

      A moment. Mia's Dad puts a few more dishes away, then sits
      back down across from her.",0.1688888888888889
MIA,You took down the swing.,-0.15555555555555559
MIA,Oh God. Throw those away.,0.0
MIA,Why did you come here?,0.0
SEBASTIAN,Because I have good news.,0.7
MIA,Ok...,0.5
SEBASTIAN,Amy Brandt. The casting director.,0.0
MIA,I know who she is.,0.0
SEBASTIAN,"She was at your play. And she loved it.
                And she loved it so much that she wants
                you to come audition for a huge movie
                she's got.

      He's brimming over with excitement. But Mia just shakes
      her head.",0.43999999999999995
MIA,I'm not going.,0.0
SEBASTIAN,...Excuse me?,0.0
MIA,I'm -- no... That will kill me.,0.0
SEBASTIAN,That's it?,0.0
MIA,"Yes.
                           Revision                    70.",0.0
SEBASTIAN,So you're happy here?,0.8
MIA,I'm happier.,0.0
SEBASTIAN,Why won't you come?,0.0
MIA,I told you.,0.0
SEBASTIAN,I don't buy it.,0.0
MIA,"(finally letting it out, fed up --)
          Because it's another audition!
                 (a beat; then --)
          I've been to hundreds of auditions. Do
          you want to know what happens? Either
          they interrupt me because someone ordered
          a sandwich, or they cut me off after two
          seconds, or I'm crying and they start
          laughing, or I'm one of a hundred
          lookalikes in the waiting room who never
          has a chance, because --
                 (beat)
          -- because --",-0.1
SEBASTIAN,Because what?,0.0
MIA,Because I'm probably not good enough.,-0.175
SEBASTIAN,Yes you are.,0.0
MIA,"No. Maybe I'm not.

A beat.",0.0
MIA (CONT'D),"Maybe I'm one of those people who's
          always wanted to do it but never had a
          chance. It's a pipe dream. Maybe it's
          like you said. Maybe I need to grow up.

She hesitates. Continues --
                               Revision                         71.",0.0
MIA (CONT'D),"I can go back to school. I can find
                something else that I'm supposed to do. I
                left school to give it a shot, and it
                didn't work out, and it took six years,
                and I don't want to do it anymore.

      Beat. But Sebastian isn't giving up.",0.0
SEBASTIAN,Why?,0.0
MIA,Why what?,0.0
SEBASTIAN,"Why don't you want to do it anymore?

      Mia thinks about this one for a moment.",0.0
MIA,"...Because it hurts a little bit too
                much.

      Sebastian shakes his head. Nope. Won't accept this.",0.0062500000000000056
SEBASTIAN,"I told them you'd be there at five-thirty
                tomorrow. I'll swing by here before I
                drive back at eight. Either you'll be
                outside or you won't.

      With that, he gets back into his car. Mia is silent. Then --",0.0
MIA,"How did you find me?

      Sebastian turns. Points. Matter-of-fact --",0.0
SEBASTIAN,"The house across from the library.

      He drives off. Mia looks up. There, sure enough, is the
      LIBRARY, crouched on the corner. The library that once
      helped set her on her path to acting.

      She looks at it. Thinks...",0.16666666666666666
MIA,...Ok.,0.0
MIA,...About...?,0.0
MIA,"My aunt lived in Paris for a bit... She
                 used to tell me these stories, when I was
                 growing up, about living abroad...
                        (beat)
                 I remember -- she told me she jumped into
                 the Seine once...

       She pauses, and then continues -- in SONG. [TRACK: AUDITION]

       Yes, this audition is different than the rest, and the switch
       to song signals just that. Mia's nerves fade away -- all the
       accents and fakery of earlier auditions a distant memory. This
       is Mia undisguised -- pure and stark and beautiful...

       She uses the story of her aunt jumping into the river to
       paint a portrait of all the dreamers in the world -- all the
       people who are told they're nuts for pursuing their passion --
       all the so-called ""fools"" who take the plunge. She sings
       about them and for them. This is why Mia does what she does --
       why she simply has no choice...

       The song ends, and we linger on her for a moment. Then...
                                  Revision                     74.",0.10918367346938775
SEBASTIAN,When do you find out?,0.0
MIA,"They said the next couple of days... But
                I'm not expecting to find anything out.",0.0
SEBASTIAN,You're going to get it.,0.0
MIA,"No, I'm not.",0.0
SEBASTIAN,"You are. I know these things.

      A beat.",0.0
MIA,"Where are we?

      Sebastian looks at her.",0.0
SEBASTIAN,Griffith Park.,0.0
MIA,I mean -- where are we?,-0.3125
SEBASTIAN,"I know...
                       (beat)
                I don't know.",0.0
MIA,What do we do?,0.0
SEBASTIAN,"I don't think we can do anything. Because
                when you get this --",0.0
MIA,"If I get this --
                         Revision                           75.",0.0
SEBASTIAN,"When you get this -- you've got to give
          it everything you've got.

Beat.",0.0
SEBASTIAN (CONT'D),It's your dream.,0.0
MIA,What are you going to do?,0.0
SEBASTIAN,"I've got to follow my own plan. Stay
          here. Get my own thing going. You know...

A moment. Mia nods. Sebastian looks at her again.",0.6
SEBASTIAN (CONT'D),"You're going to be in Paris. Good jazz
          there. And you love jazz now.

Mia smiles.",0.6
SEBASTIAN (CONT'D),Right?,0.2857142857142857
MIA,"Right.

Another moment. And then, finally --",0.14285714285714285
SEBASTIAN,"I guess we're just going to have to wait
          and see.

Mia's eyes well up, just slightly, as she hears this. She
nods.",-0.16666666666666666
MIA,You know I'm always going to love you.,0.5
SEBASTIAN,"I'm always going to love you too.

Beat. Sebastian looks up at the Observatory.",0.5
SEBASTIAN (CONT'D),Look at this view.,0.0
MIA,"(playfully)
          I've seen better.
                                 Revision                         76.",0.5
SEBASTIAN,"Agreed.

      They laugh.

      Then, almost to herself --",0.3
MIA,"I've never been here during the day.

      Sebastian smiles. A moment.

      We CUT TO WIDE. Sebastian and Mia sit side by side. We linger
      here, our two characters framed by the white-and-green
      Observatory, the rest of L.A. stretching out beyond.

      And then, ever so slowly...

      ...we FADE TO:",-0.2
MIA,"Hi... Iced coffee, please.

      MIA looks different. Different haircut, different way of
      handling herself.

      The BARISTA hurries to get Mia's order. We recognize this as
      the shop where Mia used to work. A man who appears to be the
      NEW MANAGER gives Mia the coffee --
                                 Revision                      77.",0.03409090909090909
MIA,"No, no, that's fine.

      Mia hands over a few dollar bills. Then drops another bill into
      the tip jar. The Barista smiles.",0.10833333333333334
SEBASTIAN,"Alright, I'm done.
                       (gets up)
                Harris did a nice job with it.",0.6
SEBASTIAN,"No one touches the instruments. Carson's
                coming an hour early to test levels.",0.1
SEBASTIAN,How'd we do last month?,0.0
SEBASTIAN,"(as he signs the check)
                Not too bad is great.
                       (taps the Employee on the
                        shoulder)
                See you tonight.",0.0500000000000001
SEBASTIAN,Hothouse Eddie -- miss me?,0.0
SEBASTIAN,"Yeah? Tell him to tune it, huh?",0.0
MIA,"Bye, sweetie. You be nice to Chelsea.

      The Girl nods. Mia kisses her forehead. Heads to the door.",0.6
MIA,"We can just see it back in New York...

      David nods. Looks at the time on the car. 8:06.",0.06818181818181818
MIA (CONT'D),"Do you want to just skip it...? Turn off
                here and get dinner?

      David looks at her. Smiles.",0.0
SEBASTIAN,"(taking the microphone)
                Manny Halloran, ladies and gentlemen.
                       (more applause)
                I don't know, I told him to play ""Jingle
                Bells"".

      The crowd laughs. Sebastian smiles, looks at them --

      -- and sees Mia.

      Shock. The two LOCK EYES -- and you can tell it's the first
      time they've seen each other in years.

      A prolonged silence. Sebastian is speechless.

      Then -- forcing himself to keep on a face --",0.20833333333333334
SEBASTIAN (CONT'D),"Welcome to Seb's.

      More applause. Sebastian sits at the piano. Looks at the keys.

      He seems uncertain -- perhaps unsure what to play. He looks at
      Mia. Takes the sight in. Beat. Then looks at his fellow
      musicians. Murmurs to them. Then turns back to the keys --

      -- and finally starts playing.
                                 Revision                         82.


      A quieter tune, just piano, soft and tender and melancholy. A
      melody we -- and Mia -- instantly recognize...

      It's Mia and Sebastian's song.

      Mia looks at Sebastian. He looks at her, then back at his keys.
      This is the most beautiful we've ever heard his playing. The
      most tender, and full of emotion, it has ever sounded.

      We MOVE CLOSER on Sebastian. We recognize this image. It
      recalls the visualization of his dream, back at the RESTAURANT
      that night in winter, years ago. Gradually, as Sebastian
      plays, his surroundings seem to grow DARKER. Slowly, subtly at
      first, with just shifts in lighting, then a shift in
      perspective, the interior of the club changes, and soon...

144   ...we find ourselves back at that same RESTAURANT... Back when
      Mia laid eyes on Sebastian for the first time...

      Within this fantasy-flashback, Sebastian finishes his piece.
      We stick on Mia, watching him as his Boss talks to him. All is
      as before, as we remember it... And sure enough, Mia
      approaches Sebastian as he walks near her, and --",0.23499999999999996
MIA,"I just wanted to say -- I saw your
                playing, and I --

      -- but instead of brushing past her --

      -- Sebastian decks her with a kiss for the ages.

      A BURST OF ORCHESTRAL MUSIC. The DINERS in the restaurant spin
      around to face Mia and Sebastian -- and SNAP their fingers in
      time. Even the Boss starts to DANCE. Mia and Sebastian grin --
      and then strut out together, hand in hand... [EPILOGUE]",-0.25
MIA,"No... We should go.

      He nods. They rise from their seats and head for the exit.

      Just as they reach the door, and as David steps out, Mia turns
      and looks back at Sebastian. He looks at her. Their eyes lock.
      A hint of a tear in both...

      And, ever so subtly, for just a fleeting second, Mia smiles.

      It's the kind of smile you could miss if you blinked -- but
      it's enough to signal to Sebastian that she recognized the
      melody he played, and that she still remembers it, and still
      thinks of it to this day...

      Then she walks out the door. Sebastian glances at his fellow
      musicians. Then, he nods, and they launch into a new chart.",0.10043290043290043
